"mz","rt","mca_1_l_d2o","mca_1_l_h2o","mca_1_p_d2o","mca_1_p_h2o","mca_12_l_d2o","mca_12_l_h2o","mca_12_p_d2o","mca_12_p_h2o","mca_13_l_d2o","mca_13_l_h2o","mca_13_p_d2o","mca_13_p_h2o","mca_3_l_d2o","mca_3_l_h2o","mca_3_p_d2o","mca_3_p_h2o"
"579.2","1383",11274.022965129,12236.5188893576,99321.2685474095,108890.509223436,4637.42232740123,3229.32137738573,119788.193809345,82101.6964265615,43985.8178374567,23824.2464679168,3808.54614467812,46925.4092580937,34945.1077741279,46425.0334416858,99534.9688359375,163100.986134373
"582.2","738",79964.1344895999,93566.2203786627,34029.5009034107,31204.0883146562,818.258510838307,1242.61900737771,35601.8319315528,40930.917507422,16509.7013044739,5584.21558344681,177.534195150769,763007.455236192,39057.4288618468,135698.702940028,7352.64658076033,27185.986311368
"582.9","2025",55878.8652621055,66722.6574411949,796362.253563668,720078.171160952,0,0,0,0,56374.833018016,44557.1765616237,631854.035571121,847964.081232338,56072.7824710224,47035.8933055706,402877.834165576,994020.350666717
"583.2","73",83046.2822144881,78109.4878314077,158325.855024414,155121.822048698,0,0,7646.28169553213,5678.15982532946,4030.32954202662,6109.12413338742,0,97077.9993429964,127973.984724187,269617.049506412,39691.1465328736,375212.521355618
"583.3","887",43752.6307912721,69307.9732644655,61397.4651969725,70858.2001528226,847.416327914335,1551.83958841038,3868.05606885461,28530.8170322963,71991.636838643,99780.0143296875,4971.86492725766,276591.71836501,199058.170442504,111075.364447631,4894.18761045143,659647.527926684
"583.4","2430",1760782.57955728,1628924.29396551,124103.781720434,124195.131417023,82656.670018156,65342.7080980614,863.41816671355,1370.22925227284,764805.336955919,1279317.27664618,20844.6144656247,245001.917096815,1348756.32766926,2033476.57983814,3011.35258943351,136133.465715307
"583.4","2065",663738.370145077,681542.530266465,69130.6280386218,55612.1003393344,19977.5162947211,14757.9257780332,3817.37424996559,1243.68386262014,249335.166984862,467797.850678354,477394.619250217,48534.1784949642,405008.690625002,663637.84952217,1780.190616048,743059.177852172
"583.9","2025",15499.3715747956,19985.0472141965,236765.955958043,209069.428665162,0,0,0,0,16550.1337003227,11084.6754030815,183690.315145834,254973.413005534,16165.3998731533,14891.4335517682,118817.479824592,267042.851013895
"584.3","846",38928.0499551158,33382.5773352536,53130.9893005371,59942.8799675187,547.34738691255,530.234400295089,78910.3934296875,296018.416528125,39463.645235722,41160.1707398438,0,26828.0126097656,43136.1616992188,65964.2685734677,39275.7952824095,102237.088963623
"584.2","73",44699.5192426215,31639.9893563965,224954.5177875,46840.0014619247,24889.7441654205,18574.4980527438,3025.93197283628,1970.39482360431,4678.77284941141,4966.71539485431,0,30802.2611471956,63841.0372275576,89541.1772779382,66865.7615743653,114613.50610394
"584.4","2430",753624.246037254,692749.298857755,55479.9155387256,53307.3644027735,37992.2230147134,10900.6739858625,0,0,329968.843819756,553168.265541285,15132.9691220054,108279.071362844,586070.161356029,861513.948808581,0,63301.3615984224
"584.4","2065",292147.359348837,296219.469485911,35731.4265982549,27959.5595646991,4178.17450972878,3344.73653350987,2755.11632997934,0,123580.024847061,211125.122395832,54196.8005146053,26259.3942315319,183425.701292202,291998.769464978,1073.88583634119,88674.1519592284
"588.7","39",34839.591346754,32749.570970804,49104.9459021925,9153.55699980358,46015.1305204634,45761.8018942128,22738.8142436245,16102.8276552531,17681.988106634,19071.2688858865,13142.0917139293,10742.6728994927,28882.5577395232,49208.3524606601,9682.29610675169,12939.131492207
"589.2","1214",14067.9111842781,15304.8239642551,53740.594664819,43225.4948620606,8332.71113734519,6729.18104694773,47623.0545460666,41419.2289346075,8520.19277620135,9632.43624128246,26254.994405189,97965.2681906238,17645.3823717511,18638.4044398859,61015.078396875,159382.59097581
"590.3","877",114503.673241406,256446.269840627,51474.2262857665,61673.4002693846,6141.33399698755,5657.47403831974,40771.527209143,86777.5099759614,75775.8621669224,3203.18090322255,182.761469732649,6132.98018188208,667329.592675781,5588866.3419,41999.4854085938,43058.4050238281
"590.4","2273",172450.331155832,171409.958977864,166770.973974608,170950.283164065,44574.5705257159,46039.6675933156,42612.6834464516,42699.1358459465,173833.305913085,171970.204252929,175480.237722985,178335.233642575,178170.813628475,206402.704965824,40258.2539898,171150.571088866
"591.2","1102",214269.924636419,229403.35893367,1361586.59491585,1612646.86721756,232302.331354167,218498.58138951,647800.305823688,445357.735839841,190279.461371787,469477.523385418,58169.383380362,1758716.68748798,214218.140287503,56619.2729497707,826615.959886063,2134618.90204862
"591.2","1172",93191.9591390614,97028.8159456058,413069.268140625,597796.264821096,48134.8265721681,35861.3706615428,213342.130361427,116093.454853124,43119.0574250978,166704.98861162,9355.72522813444,600515.344803518,79776.523659374,54897.5235124155,342079.786114454,836726.65057392
"591.4","2273",60448.8818077266,60751.1408634437,59971.7687316891,61481.5516905391,17399.4011624748,18290.324463433,14042.7548389828,15504.843202012,63823.1622928283,64412.9943111162,61390.728877768,61839.462382812,64544.3000933169,78557.244081217,15388.7096594848,64030.2829634599
"592.2","1105",72401.0190071617,77924.4182714848,400690.044939233,468425.815325518,74514.2153372632,66844.545654634,195496.829389835,132588.923527643,82739.6268711964,155961.863960504,10375.376735873,529423.818420141,73875.0366853225,303570.682964411,260099.114529621,612184.810451391
"593.3","2489",5358115.11137321,5378537.54959232,1923692.75714549,437911.356203608,1517420.13032104,1284436.84062074,83189.1295190429,73509.8759415327,46059502.2964918,3231109.40346069,5316802.65239476,1726968.66578038,5260316.41658642,5269098.88341281,701756.385856459,984856.751214599
"593.2","1104",29174.8510032927,43326.9343576385,100623.980708382,120046.425817058,19469.0627793397,18261.8562262794,50246.6881369353,36260.9666861976,42099.4873180715,42804.513270787,2156.3083285955,131459.187087674,34901.1983477449,159385.974884315,68910.4014351984,154115.723008511
"594.3","2489",2146971.42514736,2097502.11218768,786705.645528629,174100.036915997,580932.80171997,495034.337966302,34730.3221392822,29281.7079117216,19957363.8944432,1244956.10026367,2395323.85722659,663885.205718747,2114279.13598641,2076242.69902299,314739.399376824,387779.187601318
"595.3","2489",464123.267974117,441440.784158532,211372.208400245,44777.8388674153,138468.145379028,115115.06325901,8952.2247358267,7920.73537616511,5050094.57560936,267730.784242553,752721.865580939,148597.91427027,463077.498719583,445815.898005259,134026.782535239,88518.1415936278
"595.2","973",20549.5142300543,36520.1388697816,155387.613169696,160320.54073017,7185.73885531384,3283.57887655825,79269.0456453758,45730.0674696699,8335.22280917679,5977.28979954511,182.088448294897,42378.4486207231,88325.8252642824,373582.3683375,70476.4325225825,112507.602938374
"595.2","1271",8833.09781309843,2158.2529603401,187542.844070801,246844.066675782,2112.23088825127,1909.60022302233,160856.21399502,66963.6088554202,4793.51520874842,33883.0859652494,14134.7424195857,186975.501041602,13349.2844417055,3447.84429022675,149485.62477511,249104.980831641
"595.4","2273",60053.9505978742,61791.4134102947,58572.0533658851,62208.5375401091,57270.1552746137,51651.2850976558,47596.4484094236,48146.8012445742,59291.4769911194,62339.4912052405,61177.8313338227,59256.8654427078,63561.2832302527,60671.5845401002,64247.7129167818,60120.8713822425
"596.3","2489",100079.007611134,74740.9863745116,46500.7535971082,17108.8483404784,26923.8484155273,21971.1698942629,1331.76575353864,1211.37097693262,928453.067883845,56617.7705413818,179945.812184226,27466.3889980412,90770.865129128,92556.6049777224,38855.0890945817,17321.6763809863
"597.3","685",27674.5276806152,29583.1122561645,63652.3687757055,80068.5533946821,29331.2092215401,24479.6635806422,40774.1996154785,92081.617956543,3242.83521430812,32832.5965389405,156.642797571776,1434.47367242756,14767.9648674656,0,52405.0472105996,122588.325790136
"597.3","858",51936.930944336,136283.866103516,143663.73819082,162016.283830755,44712.7566894532,36475.1786635743,58729.6415382543,235024.793110548,44885.4222113714,1791.6516471735,341.490094951963,23005.9672839845,136466.535650784,630292.2836625,63775.8206249997,106608.891163195
"598.3","911",19640.3790426635,86183.6821632543,80446.4361984375,124280.730742294,15433.5396130489,13386.7805139769,67271.3306294583,491983.070969239,33608.3771439304,5913.48569648324,0,35870.1782486095,63662.4721195313,298366.158804932,87358.7502316009,213891.825576588
"599.4","1976",245209.616761784,216536.127513572,60916.0206992333,49855.8970571053,394276.591080612,297365.392017056,45049.1370449061,21892.3503076536,98418.0213382315,151439.796949219,17614.6350606925,94204.7926734376,168188.996594531,314071.582350774,29203.7233435818,47636.6018247993
"600.4","1976",106407.547323763,94014.7996236409,25660.6332131517,54950.9716131037,169667.963881076,131254.656343688,18472.2505177166,9412.81645698239,44451.9104714031,64008.2897543725,7922.48040069082,130236.479953123,73723.8085894775,137935.340528872,30547.5742428228,21522.320983597
"601.4","2431",379560.220060106,346291.786230478,24114.9866144739,23114.911885395,31589.7097401256,16039.2910225537,2232.83246039722,2616.50752564709,138123.982106248,227700.526320701,9405.93106109792,42208.1644124984,241512.888199223,343200.750049588,2343.81382472025,25945.3909143093
"601.8","41",62586.799692577,68901.9650552507,7046.51529817782,31674.637371147,19081.769106923,30447.9753628673,35154.1473503729,32641.6029040305,17980.3492994551,63286.9816665095,304.761415731999,7780.40041321079,103228.833121948,69114.3178890714,3611.72179110128,4289.01211378994
"602.8","39",55100.6820414137,35377.4701724376,26662.726642603,37319.9367069935,68012.5954893693,50845.7511160498,28372.743624305,43992.1931724782,28817.5297837233,33624.7015014118,20590.1174952902,8518.3460319909,53863.9743164063,54547.6996200007,48578.6814303191,41246.6459750199
"603.2","1074",84700.7113438479,162756.317109377,26481.2740800122,49681.3417429688,20345.1279632813,13367.7382916017,41345.8689468745,22435.0802332031,15845.7152187768,12807.8831574696,0,47071.5763071535,84139.7312258792,155198.480109081,19888.1947098553,48157.9877188072
"603.2","1274",76712.9905742942,282760.412030499,64993.9918980528,149452.786001726,13512.4784719032,10593.8242301062,64981.3338174205,47792.1603576657,22461.2586432357,20158.2739450308,1237.22419217308,290426.333723435,86515.3751431972,145585.431696167,173605.199008414,784835.762362491
"604.2","1274",45146.2129612846,94100.5169625,22841.4300092258,49555.6758468744,4045.09187272467,2725.0230191225,19293.5431392729,13926.6490252196,21757.9714915112,7783.85145678547,320.791493195894,94800.2956558585,50646.8026594433,45892.0913936925,59717.6046764199,241555.420265622
"604.8","38",35153.8562472402,24569.4444537884,34800.5811709461,28313.5685222995,46040.6544039952,38021.7723759148,21079.1546745683,32291.7311940016,18243.6440727698,25365.821443426,14969.4068097801,5633.11533407261,33807.8251480766,38961.1401734858,41961.055426105,32290.5765157948
"605.2","1118",31991.9744158169,31943.7853561401,68780.337282715,146499.107995287,17403.7464431764,21858.4153131339,48184.8147051206,39696.1696566652,3663.24730508581,6260.12672416754,0,162432.109334543,39012.1854447111,0,33859.1751018819,104830.730847656
"607.3","2575",2535580.22376202,1706571.62276908,60113.5905781555,39927.4590065003,942898.63355299,689075.774418209,14327.1483517852,11714.2943794164,1527479.68345922,1097068.40091796,115308.108156103,38141.493801562,1491879.15510772,2142406.49728452,77236.2366926631,38320.8930578604
"607.3","2405",189210.355236507,163885.811135864,50427.1976583737,24186.6760593129,65054.8179210657,58211.0369403482,7230.00484701342,7481.85637850546,1073944.15107666,88457.9351091722,675438.0235582,40770.650078088,146847.795499653,221789.494869966,30441.9710593423,25642.6159090567
"608.3","2575",1025069.82029513,678301.331440967,26013.6767831421,17522.5868019104,373125.304463426,276962.558238015,5211.13524766655,4123.87183552962,638232.830264766,441893.606582029,55934.7710473482,15687.7852892576,623317.600623038,846180.566379324,32404.5010144034,16341.4675622173
"608.2","635",20376.6907981201,21767.6721984375,28581.0294622802,54256.9285755159,9755.94853624488,10024.002571551,36682.8915010424,92310.9825914063,9047.96297707636,7915.74646819435,0,11757.4804637364,39413.0698157677,66557.9380403648,20400.7659085083,90856.2137629398
"609.3","2465",40912.284051153,40088.9673717695,29780.6207524525,19027.7310220886,37032.0585657015,35294.2153008468,5774.10719448887,5849.96791031835,406782.113612627,22145.2053197693,4820664.10651332,46883.7186732621,100617.518599468,669108.281516335,47799.0198985066,51623.0716590187
"609.3","2576",226681.219320202,148762.620352646,7641.27357186197,3027.02689559585,87631.1188276153,63403.4219873697,934.697683481415,470.257139413273,149664.233808867,100459.39146464,16613.4375153267,2839.44336150857,141270.498687498,186835.818673225,7089.90662912104,2909.51624806115
"609.4","2418",124652.787448336,116130.941868895,8936.92341899649,24280.4729574272,100844.763373452,102497.904296875,4951.55170513739,6152.25696145264,70017.538065854,72359.4336888084,26718.8967503177,62250.9715419926,98025.6467703666,105656.364788936,5842.06862661785,33893.6282104494
"610.2","2714",57806.4877606197,0,64917.4004794046,64174.1331124883,495042.267557376,80503.2594127308,361022.247869318,385920.285213699,77624.2587890625,92619.6121041323,34258.4662242856,36270.1880591611,62596.0587038339,53892.9031569426,69367.8612252359,32725.1226473722
"611.3","862",137846.835120411,181354.606071166,295514.704295371,429774.364616511,85452.1165959279,82740.8274710794,172168.27069674,1144108.30343149,41736.1116556023,68980.4607468755,172538.921692833,359844.967538312,234731.112155386,202051.699426376,372159.298776041,770360.596505862
"611.5","2508",191693.642662502,169776.628820801,10769.6180679545,22868.6341724572,240319.246211717,254406.000303806,7355.02921724805,9547.3874468114,104402.99225039,132757.362495702,78996.2315559095,30943.4214350767,136945.374403127,205214.023781253,4440.9376517096,18690.1620012948
"611.5","2397",234219.206007542,227385.101576447,18843.3146606981,25559.361668293,210521.151321843,214831.530552452,9835.94269050846,16447.9827888611,180760.799822197,169087.81010237,56321.7705783325,29346.411588456,210572.734036696,434491.643701164,10497.0719197047,18680.0076442294
"612.3","861",58711.0682846305,109657.503798491,123251.099227013,173980.580793175,33502.3461597147,34435.4953664065,73145.1531958009,458368.467915416,18259.0201226128,28196.3274234377,70530.9980290339,143252.0544375,100307.391478553,107060.533408203,156788.781286892,306491.716193556
"612.5","2508",82696.1418562511,71432.8840067865,5559.80607781817,9767.54127889069,107824.437041999,109265.601999022,1098.51297083744,3873.47925514258,52810.8167661229,57538.3752833429,35795.5994810308,14489.3902913302,61507.6718179695,87813.1727918442,970.644365208794,9061.18795819167
