"mz","rt","sample_name","into","plant_id","day","organ","feed"
386.1,89,"mca_1_p_d2o",1763344.03479492,"1",5,"p","d2o"
387.1,225,"mca_1_p_d2o",107302.015144734,"1",5,"p","d2o"
387.2,479,"mca_1_p_d2o",9534.30663287132,"1",5,"p","d2o"
387.3,1852,"mca_1_p_d2o",116224.640203452,"1",5,"p","d2o"
387.1,90,"mca_1_p_d2o",1299424.52679609,"1",5,"p","d2o"
387.2,2047,"mca_1_p_d2o",390860.686506038,"1",5,"p","d2o"
387.3,1919,"mca_1_p_d2o",59184.6753766744,"1",5,"p","d2o"
388.1,226,"mca_1_p_d2o",25753.8662062936,"1",5,"p","d2o"
388.2,2047,"mca_1_p_d2o",80442.3175047675,"1",5,"p","d2o"
388.1,68,"mca_1_p_d2o",392850.629687109,"1",5,"p","d2o"
388.2,1048,"mca_1_p_d2o",40192.6934414063,"1",5,"p","d2o"
389.1,55,"mca_1_p_d2o",1021978.71277238,"1",5,"p","d2o"
389.2,733,"mca_1_p_d2o",50601.9507246094,"1",5,"p","d2o"
390.2,945,"mca_1_p_d2o",5076.57466202978,"1",5,"p","d2o"
390.1,424,"mca_1_p_d2o",55856.2837082521,"1",5,"p","d2o"
390.2,681,"mca_1_p_d2o",52572.1890052862,"1",5,"p","d2o"
390.2,772,"mca_1_p_d2o",63149.7250440601,"1",5,"p","d2o"
391.1,1074,"mca_1_p_d2o",87847.8178996585,"1",5,"p","d2o"
391.3,2594,"mca_1_p_d2o",2536114.40679775,"1",5,"p","d2o"
391.2,507,"mca_1_p_d2o",46882.3971043397,"1",5,"p","d2o"
391.1,727,"mca_1_p_d2o",72436.2245985241,"1",5,"p","d2o"
392.1,418,"mca_1_p_d2o",18375.9730205402,"1",5,"p","d2o"
392,227,"mca_1_p_d2o",10646.3118618003,"1",5,"p","d2o"
392.3,2594,"mca_1_p_d2o",642550.575458567,"1",5,"p","d2o"
393.1,46,"mca_1_p_d2o",385378.271347364,"1",5,"p","d2o"
393.1,747,"mca_1_p_d2o",62984.0090954591,"1",5,"p","d2o"
393.3,2026,"mca_1_p_d2o",12279816.9239064,"1",5,"p","d2o"
393.2,1174,"mca_1_p_d2o",31439.7259629029,"1",5,"p","d2o"
394.3,2026,"mca_1_p_d2o",3051215.29354985,"1",5,"p","d2o"
394.2,87,"mca_1_p_d2o",196286.698272121,"1",5,"p","d2o"
394.2,1875,"mca_1_p_d2o",44267.5158996582,"1",5,"p","d2o"
394.2,650,"mca_1_p_d2o",175029.489375637,"1",5,"p","d2o"
394.2,1174,"mca_1_p_d2o",10274.800740911,"1",5,"p","d2o"
395,231,"mca_1_p_d2o",293429.447295258,"1",5,"p","d2o"
395.2,1243,"mca_1_p_d2o",273112.384973959,"1",5,"p","d2o"
395.1,699,"mca_1_p_d2o",166669.021283643,"1",5,"p","d2o"
395.3,2026,"mca_1_p_d2o",556492.513645028,"1",5,"p","d2o"
395.4,51,"mca_1_p_d2o",243643.484280762,"1",5,"p","d2o"
396.1,230,"mca_1_p_d2o",54641.2124248046,"1",5,"p","d2o"
396.1,431,"mca_1_p_d2o",126010.430888672,"1",5,"p","d2o"
396.2,118,"mca_1_p_d2o",614830.575734375,"1",5,"p","d2o"
396.2,1243,"mca_1_p_d2o",63932.5125680109,"1",5,"p","d2o"
396.2,2026,"mca_1_p_d2o",91403.6065724959,"1",5,"p","d2o"
396.2,1825,"mca_1_p_d2o",135582.502025299,"1",5,"p","d2o"
396.2,821,"mca_1_p_d2o",59070.2302590819,"1",5,"p","d2o"
397.1,429,"mca_1_p_d2o",52342.5630824497,"1",5,"p","d2o"
397.2,121,"mca_1_p_d2o",164831.882007308,"1",5,"p","d2o"
397.1,45,"mca_1_p_d2o",9403.0568986203,"1",5,"p","d2o"
397,230,"mca_1_p_d2o",61329.8734601701,"1",5,"p","d2o"
397.2,2046,"mca_1_p_d2o",40547.4039571486,"1",5,"p","d2o"
397.4,2553,"mca_1_p_d2o",346457.131604179,"1",5,"p","d2o"
397.3,2292,"mca_1_p_d2o",43203.0835405744,"1",5,"p","d2o"
398.1,316,"mca_1_p_d2o",10506074.4583065,"1",5,"p","d2o"
398.1,548,"mca_1_p_d2o",326899.515344265,"1",5,"p","d2o"
398.2,2026,"mca_1_p_d2o",10147665.4623499,"1",5,"p","d2o"
399.1,316,"mca_1_p_d2o",3117859.3903125,"1",5,"p","d2o"
399.1,548,"mca_1_p_d2o",95759.6779504124,"1",5,"p","d2o"
399.2,2026,"mca_1_p_d2o",2354598.06128473,"1",5,"p","d2o"
399.2,2228,"mca_1_p_d2o",342938.718722897,"1",5,"p","d2o"
400.1,316,"mca_1_p_d2o",3717124.53616935,"1",5,"p","d2o"
400.1,548,"mca_1_p_d2o",119399.327541084,"1",5,"p","d2o"
400.2,2026,"mca_1_p_d2o",332803.644526911,"1",5,"p","d2o"
400.3,2228,"mca_1_p_d2o",70433.2333825921,"1",5,"p","d2o"
401.1,316,"mca_1_p_d2o",1022842.57253906,"1",5,"p","d2o"
401.2,1074,"mca_1_p_d2o",167673.001530762,"1",5,"p","d2o"
401.1,548,"mca_1_p_d2o",33820.1439346984,"1",5,"p","d2o"
402.1,315,"mca_1_p_d2o",191057.392038574,"1",5,"p","d2o"
402.2,1797,"mca_1_p_d2o",42306.6777780758,"1",5,"p","d2o"
402.2,1073,"mca_1_p_d2o",41430.876983569,"1",5,"p","d2o"
402.2,50,"mca_1_p_d2o",98948.2907446288,"1",5,"p","d2o"
403.2,662,"mca_1_p_d2o",85688.6135807299,"1",5,"p","d2o"
403.1,316,"mca_1_p_d2o",58312.6173779296,"1",5,"p","d2o"
403.4,2559,"mca_1_p_d2o",146.440703679463,"1",5,"p","d2o"
404.1,537,"mca_1_p_d2o",12999.1811130125,"1",5,"p","d2o"
404.2,788,"mca_1_p_d2o",10162574.0583533,"1",5,"p","d2o"
404.1,130,"mca_1_p_d2o",77417.7104420823,"1",5,"p","d2o"
404.2,1053,"mca_1_p_d2o",263979.570549566,"1",5,"p","d2o"
404.8,39,"mca_1_p_d2o",86015.6602562415,"1",5,"p","d2o"
405.1,535,"mca_1_p_d2o",9730.79260826119,"1",5,"p","d2o"
405,101,"mca_1_p_d2o",68426.4038053385,"1",5,"p","d2o"
405.2,801,"mca_1_p_d2o",3257611.01739843,"1",5,"p","d2o"
405.3,1922,"mca_1_p_d2o",21993.1253077993,"1",5,"p","d2o"
405.2,1055,"mca_1_p_d2o",108256.70482133,"1",5,"p","d2o"
406.1,217,"mca_1_p_d2o",103802.800606761,"1",5,"p","d2o"
406.2,512,"mca_1_p_d2o",114375.302445475,"1",5,"p","d2o"
406.2,60,"mca_1_p_d2o",18333.9588805029,"1",5,"p","d2o"
406.3,2521,"mca_1_p_d2o",61422.9086750986,"1",5,"p","d2o"
406.2,771,"mca_1_p_d2o",1437866.08679531,"1",5,"p","d2o"
406.8,40,"mca_1_p_d2o",39469.1237232772,"1",5,"p","d2o"
407.1,216,"mca_1_p_d2o",113969.437047896,"1",5,"p","d2o"
407.2,771,"mca_1_p_d2o",367512.365293944,"1",5,"p","d2o"
407.2,513,"mca_1_p_d2o",36114.982483782,"1",5,"p","d2o"
407.2,59,"mca_1_p_d2o",13294.744141283,"1",5,"p","d2o"
407.4,2516,"mca_1_p_d2o",198124.427389532,"1",5,"p","d2o"
408.2,176,"mca_1_p_d2o",1800196.87290414,"1",5,"p","d2o"
408.2,582,"mca_1_p_d2o",289485.576159105,"1",5,"p","d2o"
408.1,74,"mca_1_p_d2o",146894.429674988,"1",5,"p","d2o"
408.4,2516,"mca_1_p_d2o",64842.6337488864,"1",5,"p","d2o"
408.7,2786,"mca_1_p_d2o",31072.0286741287,"1",5,"p","d2o"
409,70,"mca_1_p_d2o",2418.57769652648,"1",5,"p","d2o"
409.1,573,"mca_1_p_d2o",174139.286751428,"1",5,"p","d2o"
409.1,807,"mca_1_p_d2o",98671.9229992678,"1",5,"p","d2o"
409.2,2047,"mca_1_p_d2o",179792.542128752,"1",5,"p","d2o"
409.2,156,"mca_1_p_d2o",5207179.56158654,"1",5,"p","d2o"
409.4,2528,"mca_1_p_d2o",91348.5969935837,"1",5,"p","d2o"
409.4,2667,"mca_1_p_d2o",16646.4986246582,"1",5,"p","d2o"
410.2,786,"mca_1_p_d2o",105262.897101902,"1",5,"p","d2o"
410.2,157,"mca_1_p_d2o",1776666.09152778,"1",5,"p","d2o"
411.1,2269,"mca_1_p_d2o",111333.15538359,"1",5,"p","d2o"
411.2,784,"mca_1_p_d2o",129117.762674967,"1",5,"p","d2o"
411.2,697,"mca_1_p_d2o",258832.078328246,"1",5,"p","d2o"
411.2,910,"mca_1_p_d2o",27396.7813363949,"1",5,"p","d2o"
411.2,1089,"mca_1_p_d2o",21525.6389278066,"1",5,"p","d2o"
412.1,2269,"mca_1_p_d2o",41222.5516957016,"1",5,"p","d2o"
412.1,545,"mca_1_p_d2o",301439.352750651,"1",5,"p","d2o"
412.2,695,"mca_1_p_d2o",70538.9651068357,"1",5,"p","d2o"
412.2,773,"mca_1_p_d2o",44527.613257599,"1",5,"p","d2o"
412.3,1855,"mca_1_p_d2o",18380.024722595,"1",5,"p","d2o"
413.1,531,"mca_1_p_d2o",248857.542875977,"1",5,"p","d2o"
413.1,2270,"mca_1_p_d2o",27357.4952295474,"1",5,"p","d2o"
413.3,2594,"mca_1_p_d2o",1249671.06556132,"1",5,"p","d2o"
413.2,735,"mca_1_p_d2o",12791.8372973259,"1",5,"p","d2o"
413.3,2067,"mca_1_p_d2o",41210.9267833379,"1",5,"p","d2o"
413.2,1140,"mca_1_p_d2o",8830.68677461037,"1",5,"p","d2o"
414.2,2026,"mca_1_p_d2o",354134.957430557,"1",5,"p","d2o"
414.3,2594,"mca_1_p_d2o",309849.5516315,"1",5,"p","d2o"
414.1,530,"mca_1_p_d2o",146671.906201172,"1",5,"p","d2o"
414.2,2133,"mca_1_p_d2o",169841.71198586,"1",5,"p","d2o"
414.3,2293,"mca_1_p_d2o",73868.8986848969,"1",5,"p","d2o"
415.2,2066,"mca_1_p_d2o",559058.95709839,"1",5,"p","d2o"
415.3,2587,"mca_1_p_d2o",53145.1365489136,"1",5,"p","d2o"
416.1,122,"mca_1_p_d2o",63702.3718554688,"1",5,"p","d2o"
416.2,2066,"mca_1_p_d2o",145232.076744919,"1",5,"p","d2o"
417.2,923,"mca_1_p_d2o",41266.141640625,"1",5,"p","d2o"
417.2,2067,"mca_1_p_d2o",29457.4743883297,"1",5,"p","d2o"
418.1,73,"mca_1_p_d2o",25730.369866134,"1",5,"p","d2o"
418.2,787,"mca_1_p_d2o",34788.4185171275,"1",5,"p","d2o"
419.1,46,"mca_1_p_d2o",42589.1970223722,"1",5,"p","d2o"
419.3,2293,"mca_1_p_d2o",161481.418224829,"1",5,"p","d2o"
419.2,1109,"mca_1_p_d2o",12605.9206584202,"1",5,"p","d2o"
419.2,2014,"mca_1_p_d2o",27502.6914130883,"1",5,"p","d2o"
420.1,316,"mca_1_p_d2o",943157.642556151,"1",5,"p","d2o"
420.1,544,"mca_1_p_d2o",2190.7528122398,"1",5,"p","d2o"
420.3,2292,"mca_1_p_d2o",44085.6434171239,"1",5,"p","d2o"
420.2,735,"mca_1_p_d2o",37324.4171039065,"1",5,"p","d2o"
420.2,66,"mca_1_p_d2o",52903.5931572955,"1",5,"p","d2o"
420.3,2453,"mca_1_p_d2o",23386.0955983926,"1",5,"p","d2o"
420.8,40,"mca_1_p_d2o",18987.5758511353,"1",5,"p","d2o"
421.1,317,"mca_1_p_d2o",288057.150504761,"1",5,"p","d2o"
421.2,2228,"mca_1_p_d2o",419508.355515816,"1",5,"p","d2o"
421.3,2026,"mca_1_p_d2o",1094250.28468752,"1",5,"p","d2o"
421.4,2533,"mca_1_p_d2o",164684.175633459,"1",5,"p","d2o"
422.1,319,"mca_1_p_d2o",351582.14124442,"1",5,"p","d2o"
422.2,438,"mca_1_p_d2o",142113.457015086,"1",5,"p","d2o"
422.2,112,"mca_1_p_d2o",29961.1450926481,"1",5,"p","d2o"
422.1,775,"mca_1_p_d2o",3916.82234261066,"1",5,"p","d2o"
422.2,348,"mca_1_p_d2o",567172.499117646,"1",5,"p","d2o"
422.3,2026,"mca_1_p_d2o",285738.714750982,"1",5,"p","d2o"
423,70,"mca_1_p_d2o",3739.94135441691,"1",5,"p","d2o"
423.2,340,"mca_1_p_d2o",194304.590499442,"1",5,"p","d2o"
423.4,2506,"mca_1_p_d2o",93538.6212937512,"1",5,"p","d2o"
423.2,440,"mca_1_p_d2o",48412.2105708007,"1",5,"p","d2o"
424.2,346,"mca_1_p_d2o",46360.651455078,"1",5,"p","d2o"
424.2,444,"mca_1_p_d2o",114332.048300063,"1",5,"p","d2o"
424.2,103,"mca_1_p_d2o",21206.5945848738,"1",5,"p","d2o"
424.4,2323,"mca_1_p_d2o",20733.1473974615,"1",5,"p","d2o"
424.4,2500,"mca_1_p_d2o",30805.1191429684,"1",5,"p","d2o"
425.1,737,"mca_1_p_d2o",495096.924956434,"1",5,"p","d2o"
425.3,2450,"mca_1_p_d2o",35615.5784890142,"1",5,"p","d2o"
425.4,2516,"mca_1_p_d2o",687730.457292198,"1",5,"p","d2o"
426.1,708,"mca_1_p_d2o",700185.570321092,"1",5,"p","d2o"
426.4,2516,"mca_1_p_d2o",220894.655395609,"1",5,"p","d2o"
427.1,706,"mca_1_p_d2o",205925.110877872,"1",5,"p","d2o"
427.3,1920,"mca_1_p_d2o",366553.918566707,"1",5,"p","d2o"
427.3,1854,"mca_1_p_d2o",515160.065520368,"1",5,"p","d2o"
427.2,2421,"mca_1_p_d2o",66672.3490284035,"1",5,"p","d2o"
427.4,2517,"mca_1_p_d2o",94055.09257115,"1",5,"p","d2o"
428.1,705,"mca_1_p_d2o",252306.236313281,"1",5,"p","d2o"
428.3,1920,"mca_1_p_d2o",88317.424229601,"1",5,"p","d2o"
428.3,1854,"mca_1_p_d2o",123410.060852051,"1",5,"p","d2o"
429.1,707,"mca_1_p_d2o",70715.064366971,"1",5,"p","d2o"
429.1,75,"mca_1_p_d2o",93964.7515090544,"1",5,"p","d2o"
429.1,2624,"mca_1_p_d2o",65991.2251464838,"1",5,"p","d2o"
429.3,2389,"mca_1_p_d2o",54821.2492178771,"1",5,"p","d2o"
429.4,2677,"mca_1_p_d2o",6272.30262920987,"1",5,"p","d2o"
429.3,2508,"mca_1_p_d2o",473356.088217773,"1",5,"p","d2o"
430.2,1565,"mca_1_p_d2o",113092.284457257,"1",5,"p","d2o"
430.1,156,"mca_1_p_d2o",60829.5849567119,"1",5,"p","d2o"
430.1,706,"mca_1_p_d2o",13339.645520228,"1",5,"p","d2o"
430.3,2508,"mca_1_p_d2o",144238.992716064,"1",5,"p","d2o"
430.4,2675,"mca_1_p_d2o",7963.48948143632,"1",5,"p","d2o"
431.2,1565,"mca_1_p_d2o",32559.2042082332,"1",5,"p","d2o"
431.4,2767,"mca_1_p_d2o",5596098.0374999,"1",5,"p","d2o"
431.3,2147,"mca_1_p_d2o",808630.801953737,"1",5,"p","d2o"
432.2,175,"mca_1_p_d2o",26338.2561142822,"1",5,"p","d2o"
432.2,48,"mca_1_p_d2o",3593.52348730904,"1",5,"p","d2o"
432.2,2067,"mca_1_p_d2o",24294.512981186,"1",5,"p","d2o"
432.4,2767,"mca_1_p_d2o",1611169.9066406,"1",5,"p","d2o"
433.2,444,"mca_1_p_d2o",171.106880391842,"1",5,"p","d2o"
433.1,679,"mca_1_p_d2o",1277.2785172194,"1",5,"p","d2o"
433.4,2767,"mca_1_p_d2o",274282.035958421,"1",5,"p","d2o"
433.4,2571,"mca_1_p_d2o",65976.9669630416,"1",5,"p","d2o"
434.2,142,"mca_1_p_d2o",19368.3211769479,"1",5,"p","d2o"
434.2,718,"mca_1_p_d2o",213006.170441602,"1",5,"p","d2o"
434.2,2049,"mca_1_p_d2o",52523.4861138558,"1",5,"p","d2o"
435.1,1564,"mca_1_p_d2o",255898.908763522,"1",5,"p","d2o"
435.2,142,"mca_1_p_d2o",5793.35102061122,"1",5,"p","d2o"
435.2,718,"mca_1_p_d2o",113101.035933252,"1",5,"p","d2o"
435.2,517,"mca_1_p_d2o",13886.4210742661,"1",5,"p","d2o"
436.1,318,"mca_1_p_d2o",205821.202616895,"1",5,"p","d2o"
436.2,986,"mca_1_p_d2o",32779.8651293698,"1",5,"p","d2o"
436.3,2152,"mca_1_p_d2o",7970.22813559367,"1",5,"p","d2o"
436.2,719,"mca_1_p_d2o",81663.2495841795,"1",5,"p","d2o"
436.2,142,"mca_1_p_d2o",4202.64839384068,"1",5,"p","d2o"
436.2,518,"mca_1_p_d2o",5488.45821799866,"1",5,"p","d2o"
436.2,1106,"mca_1_p_d2o",33513.5453161625,"1",5,"p","d2o"
436.9,38,"mca_1_p_d2o",12962.9913707635,"1",5,"p","d2o"
437.2,2066,"mca_1_p_d2o",1026810.04227722,"1",5,"p","d2o"
438,70,"mca_1_p_d2o",4775.97859759522,"1",5,"p","d2o"
438.1,797,"mca_1_p_d2o",4360.42267811716,"1",5,"p","d2o"
438.2,2066,"mca_1_p_d2o",265103.275968476,"1",5,"p","d2o"
439.2,911,"mca_1_p_d2o",95589.464600391,"1",5,"p","d2o"
439.2,2066,"mca_1_p_d2o",48974.3094228745,"1",5,"p","d2o"
439.2,763,"mca_1_p_d2o",184159.330394966,"1",5,"p","d2o"
439.2,1216,"mca_1_p_d2o",39674.7765211835,"1",5,"p","d2o"
439.4,2583,"mca_1_p_d2o",35309.6924493417,"1",5,"p","d2o"
440.1,846,"mca_1_p_d2o",206282.913186599,"1",5,"p","d2o"
440.2,715,"mca_1_p_d2o",201651.706125878,"1",5,"p","d2o"
441.1,842,"mca_1_p_d2o",115853.922862455,"1",5,"p","d2o"
441.4,2517,"mca_1_p_d2o",135918.242076416,"1",5,"p","d2o"
441.4,2398,"mca_1_p_d2o",72088.2428837587,"1",5,"p","d2o"
442.1,844,"mca_1_p_d2o",93583.9425315507,"1",5,"p","d2o"
443.1,845,"mca_1_p_d2o",49091.0326543721,"1",5,"p","d2o"
443.1,84,"mca_1_p_d2o",25701.9022145299,"1",5,"p","d2o"
443.2,2368,"mca_1_p_d2o",44089.3312278687,"1",5,"p","d2o"
444.2,347,"mca_1_p_d2o",114837.999892893,"1",5,"p","d2o"
444.1,845,"mca_1_p_d2o",16668.3017940871,"1",5,"p","d2o"
445.1,2562,"mca_1_p_d2o",154342.456040039,"1",5,"p","d2o"
445.1,2393,"mca_1_p_d2o",67047.5496622468,"1",5,"p","d2o"
445.2,353,"mca_1_p_d2o",32027.9563211168,"1",5,"p","d2o"
445.1,72,"mca_1_p_d2o",205141.20463562,"1",5,"p","d2o"
445.4,2494,"mca_1_p_d2o",111253.583776005,"1",5,"p","d2o"
446.1,2562,"mca_1_p_d2o",71105.8123162841,"1",5,"p","d2o"
446.1,2393,"mca_1_p_d2o",30031.7445815278,"1",5,"p","d2o"
446.1,70,"mca_1_p_d2o",45588.5446893311,"1",5,"p","d2o"
446.3,2522,"mca_1_p_d2o",38357.6657877776,"1",5,"p","d2o"
447.1,2562,"mca_1_p_d2o",47692.8395526123,"1",5,"p","d2o"
447.2,656,"mca_1_p_d2o",204629.798556739,"1",5,"p","d2o"
447.3,2508,"mca_1_p_d2o",824236.279936523,"1",5,"p","d2o"
448.1,706,"mca_1_p_d2o",181819.04177461,"1",5,"p","d2o"
448.2,435,"mca_1_p_d2o",19255.0527802893,"1",5,"p","d2o"
448.3,2508,"mca_1_p_d2o",253360.189460449,"1",5,"p","d2o"
449.2,435,"mca_1_p_d2o",11138.7936428529,"1",5,"p","d2o"
449.2,703,"mca_1_p_d2o",157562.715252832,"1",5,"p","d2o"
449.2,940,"mca_1_p_d2o",7644.46662057491,"1",5,"p","d2o"
449.4,2508,"mca_1_p_d2o",56361.7031863507,"1",5,"p","d2o"
450.2,74,"mca_1_p_d2o",98466.5529172151,"1",5,"p","d2o"
450.1,703,"mca_1_p_d2o",124587.652027148,"1",5,"p","d2o"
450.2,604,"mca_1_p_d2o",6731.05883597871,"1",5,"p","d2o"
450.1,1246,"mca_1_p_d2o",127753.227571459,"1",5,"p","d2o"
450.2,434,"mca_1_p_d2o",7949.23135900131,"1",5,"p","d2o"
450.4,2533,"mca_1_p_d2o",48605.2274237812,"1",5,"p","d2o"
451.2,72,"mca_1_p_d2o",27712.4987216741,"1",5,"p","d2o"
451.2,439,"mca_1_p_d2o",8830.40458428552,"1",5,"p","d2o"
451.2,940,"mca_1_p_d2o",4833.86845130922,"1",5,"p","d2o"
451.3,2678,"mca_1_p_d2o",41178.0447597662,"1",5,"p","d2o"
452.2,56,"mca_1_p_d2o",13659.9028733732,"1",5,"p","d2o"
453.2,2066,"mca_1_p_d2o",233546.944772025,"1",5,"p","d2o"
453.3,2769,"mca_1_p_d2o",3449580.72388387,"1",5,"p","d2o"
454.3,2152,"mca_1_p_d2o",133490.544382321,"1",5,"p","d2o"
454.2,2066,"mca_1_p_d2o",63557.5764014659,"1",5,"p","d2o"
454.3,2769,"mca_1_p_d2o",1011482.96586206,"1",5,"p","d2o"
455.1,46,"mca_1_p_d2o",37627.7675687574,"1",5,"p","d2o"
455.2,614,"mca_1_p_d2o",14576.3488281723,"1",5,"p","d2o"
455.3,2151,"mca_1_p_d2o",37859.8573610678,"1",5,"p","d2o"
455.3,2769,"mca_1_p_d2o",176350.964127154,"1",5,"p","d2o"
455.3,2482,"mca_1_p_d2o",9544.70165524438,"1",5,"p","d2o"
456.1,46,"mca_1_p_d2o",15379.2470694247,"1",5,"p","d2o"
456.2,614,"mca_1_p_d2o",16695.2175385905,"1",5,"p","d2o"
456.1,841,"mca_1_p_d2o",32890.131467578,"1",5,"p","d2o"
456.2,141,"mca_1_p_d2o",31895.8869201239,"1",5,"p","d2o"
456.3,2152,"mca_1_p_d2o",14438.1797887799,"1",5,"p","d2o"
457.1,734,"mca_1_p_d2o",22652.4278647087,"1",5,"p","d2o"
457.1,46,"mca_1_p_d2o",7265.23696050927,"1",5,"p","d2o"
457.2,1015,"mca_1_p_d2o",5960.90693602117,"1",5,"p","d2o"
457.4,2444,"mca_1_p_d2o",17724.6856162509,"1",5,"p","d2o"
457.5,2774,"mca_1_p_d2o",709.251881777374,"1",5,"p","d2o"
458.2,979,"mca_1_p_d2o",0,"1",5,"p","d2o"
458.3,2288,"mca_1_p_d2o",139866.65784161,"1",5,"p","d2o"
458.8,40,"mca_1_p_d2o",717727.560216948,"1",5,"p","d2o"
459.2,1490,"mca_1_p_d2o",85775.023220215,"1",5,"p","d2o"
459.2,67,"mca_1_p_d2o",25090.7851041504,"1",5,"p","d2o"
459.3,2288,"mca_1_p_d2o",38465.9521884987,"1",5,"p","d2o"
460.3,2065,"mca_1_p_d2o",52080.5421836927,"1",5,"p","d2o"
460.2,1490,"mca_1_p_d2o",27015.0721277795,"1",5,"p","d2o"
460.8,40,"mca_1_p_d2o",318251.896489577,"1",5,"p","d2o"
461.3,2066,"mca_1_p_d2o",16854.4859129137,"1",5,"p","d2o"
461.4,2462,"mca_1_p_d2o",14056.6363739557,"1",5,"p","d2o"
462.1,844,"mca_1_p_d2o",34471.9782386719,"1",5,"p","d2o"
462.2,457,"mca_1_p_d2o",472.384686202694,"1",5,"p","d2o"
462.2,690,"mca_1_p_d2o",41106.3841721756,"1",5,"p","d2o"
462.2,48,"mca_1_p_d2o",11191.2059360607,"1",5,"p","d2o"
462.9,41,"mca_1_p_d2o",23303.7472327784,"1",5,"p","d2o"
463.1,847,"mca_1_p_d2o",57599.3574892238,"1",5,"p","d2o"
463.2,456,"mca_1_p_d2o",0,"1",5,"p","d2o"
463.2,690,"mca_1_p_d2o",49456.9419609375,"1",5,"p","d2o"
463.3,2288,"mca_1_p_d2o",155727.258787438,"1",5,"p","d2o"
464.2,700,"mca_1_p_d2o",152366.273718074,"1",5,"p","d2o"
464.1,847,"mca_1_p_d2o",16391.1006050908,"1",5,"p","d2o"
464.2,430,"mca_1_p_d2o",9487.22648252784,"1",5,"p","d2o"
464.3,2288,"mca_1_p_d2o",44420.1683236931,"1",5,"p","d2o"
465,43,"mca_1_p_d2o",9128.42103152845,"1",5,"p","d2o"
465.1,839,"mca_1_p_d2o",33337.0475314452,"1",5,"p","d2o"
465.2,700,"mca_1_p_d2o",54239.6957318795,"1",5,"p","d2o"
465.4,2540,"mca_1_p_d2o",261912.762332147,"1",5,"p","d2o"
465.4,2390,"mca_1_p_d2o",143290.618247883,"1",5,"p","d2o"
466.4,2499,"mca_1_p_d2o",81681.3219488506,"1",5,"p","d2o"
466.2,700,"mca_1_p_d2o",14798.46576764,"1",5,"p","d2o"
467.2,716,"mca_1_p_d2o",31704.2310069157,"1",5,"p","d2o"
467.1,517,"mca_1_p_d2o",56112.9743273438,"1",5,"p","d2o"
467.3,2522,"mca_1_p_d2o",76946.3632025146,"1",5,"p","d2o"
468.3,2524,"mca_1_p_d2o",24046.2319426293,"1",5,"p","d2o"
469.1,892,"mca_1_p_d2o",400735.974221753,"1",5,"p","d2o"
469.3,2508,"mca_1_p_d2o",1630714.92659994,"1",5,"p","d2o"
470.2,439,"mca_1_p_d2o",2165.28372176525,"1",5,"p","d2o"
470.3,2508,"mca_1_p_d2o",483501.897403107,"1",5,"p","d2o"
471.2,49,"mca_1_p_d2o",37345.1641025709,"1",5,"p","d2o"
471.2,785,"mca_1_p_d2o",22913.6611746093,"1",5,"p","d2o"
471.3,2507,"mca_1_p_d2o",94012.905563964,"1",5,"p","d2o"
472.2,602,"mca_1_p_d2o",1384.05649892026,"1",5,"p","d2o"
472.2,817,"mca_1_p_d2o",152.183829345719,"1",5,"p","d2o"
472.3,2506,"mca_1_p_d2o",19158.3355201716,"1",5,"p","d2o"
473.4,2567,"mca_1_p_d2o",3646.2730894455,"1",5,"p","d2o"
475.4,2485,"mca_1_p_d2o",5203.9453793861,"1",5,"p","d2o"
476.3,2152,"mca_1_p_d2o",11728.7868566086,"1",5,"p","d2o"
476.3,2055,"mca_1_p_d2o",115117.930619675,"1",5,"p","d2o"
476.2,578,"mca_1_p_d2o",55106.9637393852,"1",5,"p","d2o"
476.2,855,"mca_1_p_d2o",17847.3393078626,"1",5,"p","d2o"
477.3,2055,"mca_1_p_d2o",40541.2909552496,"1",5,"p","d2o"
477.2,578,"mca_1_p_d2o",24799.395672226,"1",5,"p","d2o"
477.2,855,"mca_1_p_d2o",30833.1866844019,"1",5,"p","d2o"
478.1,844,"mca_1_p_d2o",6531.382528012,"1",5,"p","d2o"
478.2,492,"mca_1_p_d2o",50063.9925264798,"1",5,"p","d2o"
478.3,2104,"mca_1_p_d2o",173437.753174148,"1",5,"p","d2o"
479.2,492,"mca_1_p_d2o",19519.9720961272,"1",5,"p","d2o"
479.3,2104,"mca_1_p_d2o",58099.4727909416,"1",5,"p","d2o"
480.2,492,"mca_1_p_d2o",10197.5936972521,"1",5,"p","d2o"
480.2,49,"mca_1_p_d2o",26145.8738214111,"1",5,"p","d2o"
481.2,1261,"mca_1_p_d2o",531604.663229162,"1",5,"p","d2o"
481.1,899,"mca_1_p_d2o",13502.1644568353,"1",5,"p","d2o"
481.2,1491,"mca_1_p_d2o",75949.091934376,"1",5,"p","d2o"
481.2,493,"mca_1_p_d2o",8231.4354256548,"1",5,"p","d2o"
481.4,2398,"mca_1_p_d2o",122324.745968628,"1",5,"p","d2o"
481.4,2532,"mca_1_p_d2o",7100.4006298455,"1",5,"p","d2o"
481.3,2304,"mca_1_p_d2o",111362.274013622,"1",5,"p","d2o"
482.2,1260,"mca_1_p_d2o",126396.657456596,"1",5,"p","d2o"
482.2,1492,"mca_1_p_d2o",24848.0861781793,"1",5,"p","d2o"
482.2,49,"mca_1_p_d2o",27463.0195672724,"1",5,"p","d2o"
