"mz","rt","sample_name","day","organ","feed","into_norm"
440.1,846,"mca_13_p_h2o",15,"p","h2o",56646308.5632391
440.1,846,"mca_3_l_d2o",10,"l","d2o",12390878.5750987
440.1,846,"mca_3_l_h2o",10,"l","h2o",8825763.31799374
440.1,846,"mca_3_p_d2o",10,"p","d2o",51046.61173824
440.1,846,"mca_3_p_h2o",10,"p","h2o",76204.046879387
440.2,715,"mca_1_l_d2o",5,"l","d2o",328831.843486523
440.2,715,"mca_1_l_h2o",5,"l","h2o",0
440.2,715,"mca_1_p_d2o",5,"p","d2o",347675.355389448
440.2,715,"mca_1_p_h2o",5,"p","h2o",126078.138966022
440.2,715,"mca_12_l_d2o",0,"l","d2o",2628.08347190022
440.2,715,"mca_12_l_h2o",0,"l","h2o",0
440.2,715,"mca_12_p_d2o",0,"p","d2o",1115.72228820363
440.2,715,"mca_12_p_h2o",0,"p","h2o",0
440.2,715,"mca_13_l_d2o",15,"l","d2o",463057.630589381
440.2,715,"mca_13_l_h2o",15,"l","h2o",1046.77323416011
440.2,715,"mca_13_p_d2o",15,"p","d2o",355405.776250889
440.2,715,"mca_13_p_h2o",15,"p","h2o",218.162110141747
440.2,715,"mca_3_l_d2o",10,"l","d2o",166359.656472332
440.2,715,"mca_3_l_h2o",10,"l","h2o",0
440.2,715,"mca_3_p_d2o",10,"p","d2o",226438.871157425
440.2,715,"mca_3_p_h2o",10,"p","h2o",160936.941578026
441.1,842,"mca_1_l_d2o",5,"l","d2o",19205365.1682691
441.1,842,"mca_1_l_h2o",5,"l","h2o",12017404.9745803
441.1,842,"mca_1_p_d2o",5,"p","d2o",199748.142866303
441.1,842,"mca_1_p_h2o",5,"p","h2o",1903599.55802711
441.1,842,"mca_12_l_d2o",0,"l","d2o",20662076.0687768
441.1,842,"mca_12_l_h2o",0,"l","h2o",24317567.0015787
441.1,842,"mca_12_p_d2o",0,"p","d2o",6384187.18751694
441.1,842,"mca_12_p_h2o",0,"p","h2o",1880018.32331862
441.1,842,"mca_13_l_d2o",15,"l","d2o",20721774.3485937
441.1,842,"mca_13_l_h2o",15,"l","h2o",13291364.7516596
441.1,842,"mca_13_p_d2o",15,"p","d2o",336397.182944705
441.1,842,"mca_13_p_h2o",15,"p","h2o",13216073.433846
441.1,842,"mca_3_l_d2o",10,"l","d2o",3408396.60988141
441.1,842,"mca_3_l_h2o",10,"l","h2o",2026763.44517204
441.1,842,"mca_3_p_d2o",10,"p","d2o",72683.4334392837
441.1,842,"mca_3_p_h2o",10,"p","h2o",77926.9722463598
441.4,2398,"mca_1_l_d2o",5,"l","d2o",342679.803357747
441.4,2398,"mca_1_l_h2o",5,"l","h2o",342056.558428223
441.4,2398,"mca_1_p_d2o",5,"p","d2o",124290.073937516
441.4,2398,"mca_1_p_h2o",5,"p","h2o",110452.687312761
441.4,2398,"mca_12_l_d2o",0,"l","d2o",49832.4089109947
441.4,2398,"mca_12_l_h2o",0,"l","h2o",33137.711604059
441.4,2398,"mca_12_p_d2o",0,"p","d2o",48633.2143105825
441.4,2398,"mca_12_p_h2o",0,"p","h2o",88755.5604210788
441.4,2398,"mca_13_l_d2o",15,"l","d2o",28958.6724317613
441.4,2398,"mca_13_l_h2o",15,"l","h2o",26157.0660850965
441.4,2398,"mca_13_p_d2o",15,"p","d2o",130179.382139853
441.4,2398,"mca_13_p_h2o",15,"p","h2o",34633.1688574655
441.4,2398,"mca_3_l_d2o",10,"l","d2o",318120.658570595
441.4,2398,"mca_3_l_h2o",10,"l","h2o",489894.919688592
441.4,2398,"mca_3_p_d2o",10,"p","d2o",109310.794320777
441.4,2398,"mca_3_p_h2o",10,"p","h2o",199316.426815707
441.4,2517,"mca_1_l_d2o",5,"l","d2o",372311.318015368
441.4,2517,"mca_1_l_h2o",5,"l","h2o",570144.972160104
441.4,2517,"mca_1_p_d2o",5,"p","d2o",234341.796683478
441.4,2517,"mca_1_p_h2o",5,"p","h2o",93342.7496900473
441.4,2517,"mca_12_l_d2o",0,"l","d2o",160299.158989694
441.4,2517,"mca_12_l_h2o",0,"l","h2o",130261.010330446
441.4,2517,"mca_12_p_d2o",0,"p","d2o",147931.051117554
441.4,2517,"mca_12_p_h2o",0,"p","h2o",252089.526926732
441.4,2517,"mca_13_l_d2o",15,"l","d2o",45069.0073543167
441.4,2517,"mca_13_l_h2o",15,"l","h2o",40226.9030883951
441.4,2517,"mca_13_p_d2o",15,"p","d2o",730588.176807561
441.4,2517,"mca_13_p_h2o",15,"p","h2o",41490.4347940125
441.4,2517,"mca_3_l_d2o",10,"l","d2o",432913.133493532
441.4,2517,"mca_3_l_h2o",10,"l","h2o",725940.342968345
441.4,2517,"mca_3_p_d2o",10,"p","d2o",443582.867223371
441.4,2517,"mca_3_p_h2o",10,"p","h2o",130362.089061751
442.1,844,"mca_1_l_d2o",5,"l","d2o",24154597.4793955
442.1,844,"mca_1_l_h2o",5,"l","h2o",17908738.7499031
442.1,844,"mca_1_p_d2o",5,"p","d2o",161351.625054399
442.1,844,"mca_1_p_h2o",5,"p","h2o",2899822.2029763
442.1,844,"mca_12_l_d2o",0,"l","d2o",31122547.0838677
442.1,844,"mca_12_l_h2o",0,"l","h2o",36648083.1070609
442.1,844,"mca_12_p_d2o",0,"p","d2o",9767295.60097784
442.1,844,"mca_12_p_h2o",0,"p","h2o",2864705.05560411
442.1,844,"mca_13_l_d2o",15,"l","d2o",23454441.7086611
442.1,844,"mca_13_l_h2o",15,"l","h2o",19689279.7928628
442.1,844,"mca_13_p_d2o",15,"p","d2o",483783.989995486
442.1,844,"mca_13_p_h2o",15,"p","h2o",19700069.9661536
442.1,844,"mca_3_l_d2o",10,"l","d2o",4495324.30602764
442.1,844,"mca_3_l_h2o",10,"l","h2o",2998710.78808167
442.1,844,"mca_3_p_d2o",10,"p","d2o",10945.1059706005
442.1,844,"mca_3_p_h2o",10,"p","h2o",25870.3146706749
443.1,84,"mca_1_l_d2o",5,"l","d2o",375871.141390357
443.1,84,"mca_1_l_h2o",5,"l","h2o",436777.994295031
443.1,84,"mca_1_p_d2o",5,"p","d2o",44313.6245078105
443.1,84,"mca_1_p_h2o",5,"p","h2o",16819.6804308842
443.1,84,"mca_12_l_d2o",0,"l","d2o",234038.319350024
443.1,84,"mca_12_l_h2o",0,"l","h2o",213582.857833489
443.1,84,"mca_12_p_d2o",0,"p","d2o",525276.21340876
443.1,84,"mca_12_p_h2o",0,"p","h2o",545659.79341954
443.1,84,"mca_13_l_d2o",15,"l","d2o",35881.977081123
443.1,84,"mca_13_l_h2o",15,"l","h2o",16892.9132391974
443.1,84,"mca_13_p_d2o",15,"p","d2o",0
443.1,84,"mca_13_p_h2o",15,"p","h2o",15951.8470007492
443.1,84,"mca_3_l_d2o",10,"l","d2o",256759.588608572
443.1,84,"mca_3_l_h2o",10,"l","h2o",240452.633080727
443.1,84,"mca_3_p_d2o",10,"p","d2o",104088.204701185
443.1,84,"mca_3_p_h2o",10,"p","h2o",5571.78007992972
443.1,845,"mca_1_l_d2o",5,"l","d2o",6679297.71730334
443.1,845,"mca_1_l_h2o",5,"l","h2o",3845867.20371747
443.1,845,"mca_1_p_d2o",5,"p","d2o",84639.711473056
443.1,845,"mca_1_p_h2o",5,"p","h2o",627373.894650795
443.1,845,"mca_12_l_d2o",0,"l","d2o",6747211.88601766
443.1,845,"mca_12_l_h2o",0,"l","h2o",7917486.94704366
443.1,845,"mca_12_p_d2o",0,"p","d2o",2145705.00339265
443.1,845,"mca_12_p_h2o",0,"p","h2o",654895.212518814
443.1,845,"mca_13_l_d2o",15,"l","d2o",7618451.04357552
443.1,845,"mca_13_l_h2o",15,"l","h2o",4441691.30319327
443.1,845,"mca_13_p_d2o",15,"p","d2o",116161.081269482
443.1,845,"mca_13_p_h2o",15,"p","h2o",4516351.76769227
443.1,845,"mca_3_l_d2o",10,"l","d2o",1126353.69062832
443.1,845,"mca_3_l_h2o",10,"l","h2o",662676.258694363
443.1,845,"mca_3_p_d2o",10,"p","d2o",2914.5565383648
443.1,845,"mca_3_p_h2o",10,"p","h2o",8272.54167853464
443.2,2368,"mca_1_l_d2o",5,"l","d2o",84530.3534788754
443.2,2368,"mca_1_l_h2o",5,"l","h2o",100033.44197149
443.2,2368,"mca_1_p_d2o",5,"p","d2o",76016.0883239122
443.2,2368,"mca_1_p_h2o",5,"p","h2o",86473.9475736957
443.2,2368,"mca_12_l_d2o",0,"l","d2o",237647.694325321
443.2,2368,"mca_12_l_h2o",0,"l","h2o",249814.072688316
443.2,2368,"mca_12_p_d2o",0,"p","d2o",197327.268074485
443.2,2368,"mca_12_p_h2o",0,"p","h2o",261382.757649281
443.2,2368,"mca_13_l_d2o",15,"l","d2o",89846.9159452069
443.2,2368,"mca_13_l_h2o",15,"l","h2o",44487.1396759158
443.2,2368,"mca_13_p_d2o",15,"p","d2o",149099.097487227
443.2,2368,"mca_13_p_h2o",15,"p","h2o",67149.8107112021
443.2,2368,"mca_3_l_d2o",10,"l","d2o",57679.8785124524
443.2,2368,"mca_3_l_h2o",10,"l","h2o",46034.6155017116
443.2,2368,"mca_3_p_d2o",10,"p","d2o",130406.809654499
443.2,2368,"mca_3_p_h2o",10,"p","h2o",65891.8564669638
444.1,845,"mca_1_l_d2o",5,"l","d2o",1395372.69604468
444.1,845,"mca_1_l_h2o",5,"l","h2o",674726.129659268
444.1,845,"mca_1_p_d2o",5,"p","d2o",28738.4513691159
444.1,845,"mca_1_p_h2o",5,"p","h2o",114526.931092808
444.1,845,"mca_12_l_d2o",0,"l","d2o",1148282.04716714
444.1,845,"mca_12_l_h2o",0,"l","h2o",1345727.23960427
444.1,845,"mca_12_p_d2o",0,"p","d2o",375608.640955282
444.1,845,"mca_12_p_h2o",0,"p","h2o",104918.355852732
444.1,845,"mca_13_l_d2o",15,"l","d2o",1918001.82971983
444.1,845,"mca_13_l_h2o",15,"l","h2o",753983.236462018
444.1,845,"mca_13_p_d2o",15,"p","d2o",9487.22508316169
444.1,845,"mca_13_p_h2o",15,"p","h2o",753467.022187493
444.1,845,"mca_3_l_d2o",10,"l","d2o",225230.699986578
444.1,845,"mca_3_l_h2o",10,"l","h2o",135100.766857962
444.1,845,"mca_3_p_d2o",10,"p","d2o",4848.31023870977
444.1,845,"mca_3_p_h2o",10,"p","h2o",2688.51436045155
444.2,347,"mca_1_l_d2o",5,"l","d2o",1036763.93767823
444.2,347,"mca_1_l_h2o",5,"l","h2o",1136325.71637705
444.2,347,"mca_1_p_d2o",5,"p","d2o",197996.551539472
444.2,347,"mca_1_p_h2o",5,"p","h2o",865664.198848973
444.2,347,"mca_12_l_d2o",0,"l","d2o",932795.96746436
444.2,347,"mca_12_l_h2o",0,"l","h2o",1102012.15883587
444.2,347,"mca_12_p_d2o",0,"p","d2o",642288.658177212
444.2,347,"mca_12_p_h2o",0,"p","h2o",608174.54221733
444.2,347,"mca_13_l_d2o",15,"l","d2o",1335483.23307393
444.2,347,"mca_13_l_h2o",15,"l","h2o",755453.155460654
444.2,347,"mca_13_p_d2o",15,"p","d2o",81465.1984098906
444.2,347,"mca_13_p_h2o",15,"p","h2o",947722.293291994
444.2,347,"mca_3_l_d2o",10,"l","d2o",562568.359748127
444.2,347,"mca_3_l_h2o",10,"l","h2o",547023.315497349
444.2,347,"mca_3_p_d2o",10,"p","d2o",14137.7223155886
444.2,347,"mca_3_p_h2o",10,"p","h2o",14314.3402652716
445.1,72,"mca_1_l_d2o",5,"l","d2o",80788.329075915
445.1,72,"mca_1_l_h2o",5,"l","h2o",166245.805166614
445.1,72,"mca_1_p_d2o",5,"p","d2o",353691.732130382
445.1,72,"mca_1_p_h2o",5,"p","h2o",564659.375557231
445.1,72,"mca_12_l_d2o",0,"l","d2o",125510.508035189
445.1,72,"mca_12_l_h2o",0,"l","h2o",131798.791521301
445.1,72,"mca_12_p_d2o",0,"p","d2o",1001168.0487432
445.1,72,"mca_12_p_h2o",0,"p","h2o",2392615.56049766
445.1,72,"mca_13_l_d2o",15,"l","d2o",226706.303595924
445.1,72,"mca_13_l_h2o",15,"l","h2o",6393.08272696181
445.1,72,"mca_13_p_d2o",15,"p","d2o",871.115425631531
445.1,72,"mca_13_p_h2o",15,"p","h2o",11516.7260754725
445.1,72,"mca_3_l_d2o",10,"l","d2o",83574.3136415745
445.1,72,"mca_3_l_h2o",10,"l","h2o",93748.0518950943
445.1,72,"mca_3_p_d2o",10,"p","d2o",332556.620239522
445.1,72,"mca_3_p_h2o",10,"p","h2o",605573.211092646
445.1,2393,"mca_1_l_d2o",5,"l","d2o",129643.526523308
445.1,2393,"mca_1_l_h2o",5,"l","h2o",128501.018954862
445.1,2393,"mca_1_p_d2o",5,"p","d2o",115599.223555599
445.1,2393,"mca_1_p_h2o",5,"p","h2o",124760.122001005
445.1,2393,"mca_12_l_d2o",0,"l","d2o",203390.786815508
445.1,2393,"mca_12_l_h2o",0,"l","h2o",201952.080004667
445.1,2393,"mca_12_p_d2o",0,"p","d2o",159719.277925077
445.1,2393,"mca_12_p_h2o",0,"p","h2o",243527.77456038
445.1,2393,"mca_13_l_d2o",15,"l","d2o",118533.485944855
445.1,2393,"mca_13_l_h2o",15,"l","h2o",75412.5254054207
445.1,2393,"mca_13_p_d2o",15,"p","d2o",445198.638691821
445.1,2393,"mca_13_p_h2o",15,"p","h2o",121387.07132838
445.1,2393,"mca_3_l_d2o",10,"l","d2o",82261.9621572382
445.1,2393,"mca_3_l_h2o",10,"l","h2o",65977.8132253861
445.1,2393,"mca_3_p_d2o",10,"p","d2o",149083.987327481
445.1,2393,"mca_3_p_h2o",10,"p","h2o",104257.402270877
445.1,2562,"mca_1_l_d2o",5,"l","d2o",232730.798167114
445.1,2562,"mca_1_l_h2o",5,"l","h2o",203040.482652087
445.1,2562,"mca_1_p_d2o",5,"p","d2o",266107.682827656
445.1,2562,"mca_1_p_h2o",5,"p","h2o",277442.650561973
445.1,2562,"mca_12_l_d2o",0,"l","d2o",366735.566055864
445.1,2562,"mca_12_l_h2o",0,"l","h2o",355156.895965112
445.1,2562,"mca_12_p_d2o",0,"p","d2o",350993.838908983
445.1,2562,"mca_12_p_h2o",0,"p","h2o",456271.32790988
445.1,2562,"mca_13_l_d2o",15,"l","d2o",279705.76749371
445.1,2562,"mca_13_l_h2o",15,"l","h2o",189442.189898916
445.1,2562,"mca_13_p_d2o",15,"p","d2o",528007.010635309
445.1,2562,"mca_13_p_h2o",15,"p","h2o",215259.124267577
445.1,2562,"mca_3_l_d2o",10,"l","d2o",175706.619428947
445.1,2562,"mca_3_l_h2o",10,"l","h2o",126006.219539856
445.1,2562,"mca_3_p_d2o",10,"p","d2o",244450.172923279
445.1,2562,"mca_3_p_h2o",10,"p","h2o",222311.40546168
445.2,353,"mca_1_l_d2o",5,"l","d2o",264941.176787698
445.2,353,"mca_1_l_h2o",5,"l","h2o",267886.726361221
445.2,353,"mca_1_p_d2o",5,"p","d2o",55220.6143467535
445.2,353,"mca_1_p_h2o",5,"p","h2o",205914.324171687
445.2,353,"mca_12_l_d2o",0,"l","d2o",227486.557473335
445.2,353,"mca_12_l_h2o",0,"l","h2o",259323.545083531
445.2,353,"mca_12_p_d2o",0,"p","d2o",123836.876708126
445.2,353,"mca_12_p_h2o",0,"p","h2o",114519.430103831
445.2,353,"mca_13_l_d2o",15,"l","d2o",356712.795858705
445.2,353,"mca_13_l_h2o",15,"l","h2o",88921.2421703401
445.2,353,"mca_13_p_d2o",15,"p","d2o",23726.7541846554
445.2,353,"mca_13_p_h2o",15,"p","h2o",195329.130698403
445.2,353,"mca_3_l_d2o",10,"l","d2o",0
445.2,353,"mca_3_l_h2o",10,"l","h2o",0
445.2,353,"mca_3_p_d2o",10,"p","d2o",1359.740335973
445.2,353,"mca_3_p_h2o",10,"p","h2o",430.954064092699
445.4,2494,"mca_1_l_d2o",5,"l","d2o",284764.658566407
445.4,2494,"mca_1_l_h2o",5,"l","h2o",276103.749377825
445.4,2494,"mca_1_p_d2o",5,"p","d2o",191816.523751734
445.4,2494,"mca_1_p_h2o",5,"p","h2o",224311.812839863
445.4,2494,"mca_12_l_d2o",0,"l","d2o",458028.589705765
445.4,2494,"mca_12_l_h2o",0,"l","h2o",303091.173791907
445.4,2494,"mca_12_p_d2o",0,"p","d2o",199831.659836593
445.4,2494,"mca_12_p_h2o",0,"p","h2o",227739.02905337
445.4,2494,"mca_13_l_d2o",15,"l","d2o",193576.645706471
445.4,2494,"mca_13_l_h2o",15,"l","h2o",141935.191672632
445.4,2494,"mca_13_p_d2o",15,"p","d2o",448865.922068357
445.4,2494,"mca_13_p_h2o",15,"p","h2o",276642.237980772
445.4,2494,"mca_3_l_d2o",10,"l","d2o",213043.192899918
445.4,2494,"mca_3_l_h2o",10,"l","h2o",267440.475681318
445.4,2494,"mca_3_p_d2o",10,"p","d2o",234936.336534112
445.4,2494,"mca_3_p_h2o",10,"p","h2o",279698.293621723
446.1,70,"mca_1_l_d2o",5,"l","d2o",36033.3474164176
446.1,70,"mca_1_l_h2o",5,"l","h2o",40264.2160910443
446.1,70,"mca_1_p_d2o",5,"p","d2o",78600.939119537
446.1,70,"mca_1_p_h2o",5,"p","h2o",122376.846607255
446.1,70,"mca_12_l_d2o",0,"l","d2o",36354.3111965099
446.1,70,"mca_12_l_h2o",0,"l","h2o",36694.1032042783
446.1,70,"mca_12_p_d2o",0,"p","d2o",200364.532914402
446.1,70,"mca_12_p_h2o",0,"p","h2o",469609.016367126
446.1,70,"mca_13_l_d2o",15,"l","d2o",58725.3028761075
446.1,70,"mca_13_l_h2o",15,"l","h2o",15971.9685790599
446.1,70,"mca_13_p_d2o",15,"p","d2o",2777.66390437583
446.1,70,"mca_13_p_h2o",15,"p","h2o",130442.860637119
446.1,70,"mca_3_l_d2o",10,"l","d2o",40603.4051911278
446.1,70,"mca_3_l_h2o",10,"l","h2o",37894.5560576326
446.1,70,"mca_3_p_d2o",10,"p","d2o",89545.65393812
446.1,70,"mca_3_p_h2o",10,"p","h2o",119166.478119796
446.1,2393,"mca_1_l_d2o",5,"l","d2o",57232.4311554068
446.1,2393,"mca_1_l_h2o",5,"l","h2o",56617.9784744018
446.1,2393,"mca_1_p_d2o",5,"p","d2o",51778.8699681518
446.1,2393,"mca_1_p_h2o",5,"p","h2o",53635.7804897264
446.1,2393,"mca_12_l_d2o",0,"l","d2o",92956.2371249756
446.1,2393,"mca_12_l_h2o",0,"l","h2o",90346.8568695892
446.1,2393,"mca_12_p_d2o",0,"p","d2o",75736.7988658458
446.1,2393,"mca_12_p_h2o",0,"p","h2o",110854.467553357
446.1,2393,"mca_13_l_d2o",15,"l","d2o",51095.2557988938
446.1,2393,"mca_13_l_h2o",15,"l","h2o",31469.1012429561
446.1,2393,"mca_13_p_d2o",15,"p","d2o",193729.08644045
446.1,2393,"mca_13_p_h2o",15,"p","h2o",52642.5196534656
446.1,2393,"mca_3_l_d2o",10,"l","d2o",38242.0939737716
446.1,2393,"mca_3_l_h2o",10,"l","h2o",29857.5845906148
446.1,2393,"mca_3_p_d2o",10,"p","d2o",71927.2785883428
446.1,2393,"mca_3_p_h2o",10,"p","h2o",47215.7277608065
446.1,2562,"mca_1_l_d2o",5,"l","d2o",101515.14379629
446.1,2562,"mca_1_l_h2o",5,"l","h2o",92063.8461187628
446.1,2562,"mca_1_p_d2o",5,"p","d2o",122596.228131525
446.1,2562,"mca_1_p_h2o",5,"p","h2o",123311.423492987
446.1,2562,"mca_12_l_d2o",0,"l","d2o",170389.225526033
446.1,2562,"mca_12_l_h2o",0,"l","h2o",154358.195789846
446.1,2562,"mca_12_p_d2o",0,"p","d2o",154900.598560895
446.1,2562,"mca_12_p_h2o",0,"p","h2o",209659.413100287
446.1,2562,"mca_13_l_d2o",15,"l","d2o",128523.273309521
446.1,2562,"mca_13_l_h2o",15,"l","h2o",81853.3727850468
446.1,2562,"mca_13_p_d2o",15,"p","d2o",238160.6255402
446.1,2562,"mca_13_p_h2o",15,"p","h2o",93003.8322660002
446.1,2562,"mca_3_l_d2o",10,"l","d2o",78611.4383428082
446.1,2562,"mca_3_l_h2o",10,"l","h2o",56173.3074852096
446.1,2562,"mca_3_p_d2o",10,"p","d2o",108790.341721344
446.1,2562,"mca_3_p_h2o",10,"p","h2o",100017.162045133
446.3,2522,"mca_1_l_d2o",5,"l","d2o",809862.419387238
446.3,2522,"mca_1_l_h2o",5,"l","h2o",604390.217138389
446.3,2522,"mca_1_p_d2o",5,"p","d2o",66133.9065306516
446.3,2522,"mca_1_p_h2o",5,"p","h2o",70349.023149205
446.3,2522,"mca_12_l_d2o",0,"l","d2o",154689.63392175
446.3,2522,"mca_12_l_h2o",0,"l","h2o",149097.955100941
446.3,2522,"mca_12_p_d2o",0,"p","d2o",104630.12548032
446.3,2522,"mca_12_p_h2o",0,"p","h2o",83732.9690907189
446.3,2522,"mca_13_l_d2o",15,"l","d2o",52014.0643347473
446.3,2522,"mca_13_l_h2o",15,"l","h2o",14113.904251379
446.3,2522,"mca_13_p_d2o",15,"p","d2o",161286.321937261
446.3,2522,"mca_13_p_h2o",15,"p","h2o",89039.4229376374
446.3,2522,"mca_3_l_d2o",10,"l","d2o",352875.231788849
446.3,2522,"mca_3_l_h2o",10,"l","h2o",278516.053679293
446.3,2522,"mca_3_p_d2o",10,"p","d2o",84175.0567995048
446.3,2522,"mca_3_p_h2o",10,"p","h2o",59241.4113597589
447.1,2562,"mca_1_l_d2o",5,"l","d2o",68954.8898221607
447.1,2562,"mca_1_l_h2o",5,"l","h2o",61933.5201079635
447.1,2562,"mca_1_p_d2o",5,"p","d2o",82229.0337114012
447.1,2562,"mca_1_p_h2o",5,"p","h2o",82962.6713684751
447.1,2562,"mca_12_l_d2o",0,"l","d2o",120033.677274305
447.1,2562,"mca_12_l_h2o",0,"l","h2o",111543.931137766
447.1,2562,"mca_12_p_d2o",0,"p","d2o",107797.055696171
447.1,2562,"mca_12_p_h2o",0,"p","h2o",148780.751771846
447.1,2562,"mca_13_l_d2o",15,"l","d2o",85441.147223887
447.1,2562,"mca_13_l_h2o",15,"l","h2o",57139.0869207349
447.1,2562,"mca_13_p_d2o",15,"p","d2o",163971.34478583
447.1,2562,"mca_13_p_h2o",15,"p","h2o",66211.6057571017
447.1,2562,"mca_3_l_d2o",10,"l","d2o",51333.687941962
447.1,2562,"mca_3_l_h2o",10,"l","h2o",38133.4417025778
447.1,2562,"mca_3_p_d2o",10,"p","d2o",74213.0250858305
447.1,2562,"mca_3_p_h2o",10,"p","h2o",69290.898208013
447.2,656,"mca_1_l_d2o",5,"l","d2o",28121.3472042543
447.2,656,"mca_1_l_h2o",5,"l","h2o",36987.5779992888
447.2,656,"mca_1_p_d2o",5,"p","d2o",352809.997511622
447.2,656,"mca_1_p_h2o",5,"p","h2o",9582.94008056898
447.2,656,"mca_12_l_d2o",0,"l","d2o",37575.1347221379
447.2,656,"mca_12_l_h2o",0,"l","h2o",38085.1122212299
447.2,656,"mca_12_p_d2o",0,"p","d2o",18871.1200598003
447.2,656,"mca_12_p_h2o",0,"p","h2o",35186.3593610652
447.2,656,"mca_13_l_d2o",15,"l","d2o",411046.529985983
447.2,656,"mca_13_l_h2o",15,"l","h2o",751095.699032094
447.2,656,"mca_13_p_d2o",15,"p","d2o",220610.37882737
447.2,656,"mca_13_p_h2o",15,"p","h2o",288113.302216878
447.2,656,"mca_3_l_d2o",10,"l","d2o",170132.730509352
447.2,656,"mca_3_l_h2o",10,"l","h2o",43131.8521153702
447.2,656,"mca_3_p_d2o",10,"p","d2o",234773.723867094
447.2,656,"mca_3_p_h2o",10,"p","h2o",9294.08658521838
447.3,2508,"mca_1_l_d2o",5,"l","d2o",9655468.0802868
447.3,2508,"mca_1_l_h2o",5,"l","h2o",7725430.56276387
447.3,2508,"mca_1_p_d2o",5,"p","d2o",1421097.03437333
447.3,2508,"mca_1_p_h2o",5,"p","h2o",691841.224400536
447.3,2508,"mca_12_l_d2o",0,"l","d2o",2263013.08709634
447.3,2508,"mca_12_l_h2o",0,"l","h2o",2533775.54522803
447.3,2508,"mca_12_p_d2o",0,"p","d2o",1919863.59802987
447.3,2508,"mca_12_p_h2o",0,"p","h2o",1262935.93539068
447.3,2508,"mca_13_l_d2o",15,"l","d2o",456238.358143533
447.3,2508,"mca_13_l_h2o",15,"l","h2o",174491.41768381
447.3,2508,"mca_13_p_d2o",15,"p","d2o",239494.566299954
447.3,2508,"mca_13_p_h2o",15,"p","h2o",461431.779403293
447.3,2508,"mca_3_l_d2o",10,"l","d2o",3137383.11052525
447.3,2508,"mca_3_l_h2o",10,"l","h2o",2685572.73514512
447.3,2508,"mca_3_p_d2o",10,"p","d2o",384248.950909432
447.3,2508,"mca_3_p_h2o",10,"p","h2o",1284056.91335684
448.1,706,"mca_1_l_d2o",5,"l","d2o",988310.163976653
448.1,706,"mca_1_l_h2o",5,"l","h2o",1609768.72649466
448.1,706,"mca_1_p_d2o",5,"p","d2o",313481.106507951
448.1,706,"mca_1_p_h2o",5,"p","h2o",618706.622514474
448.1,706,"mca_12_l_d2o",0,"l","d2o",1892822.75824653
448.1,706,"mca_12_l_h2o",0,"l","h2o",2364126.37904228
448.1,706,"mca_12_p_d2o",0,"p","d2o",566956.289808481
448.1,706,"mca_12_p_h2o",0,"p","h2o",824060.329710075
448.1,706,"mca_13_l_d2o",15,"l","d2o",150290.72120532
448.1,706,"mca_13_l_h2o",15,"l","h2o",696278.669557563
448.1,706,"mca_13_p_d2o",15,"p","d2o",149103.574105526
448.1,706,"mca_13_p_h2o",15,"p","h2o",182428.183616007
448.1,706,"mca_3_l_d2o",10,"l","d2o",159079.642545702
448.1,706,"mca_3_l_h2o",10,"l","h2o",7041444.65546632
448.1,706,"mca_3_p_d2o",10,"p","d2o",219718.631013371
448.1,706,"mca_3_p_h2o",10,"p","h2o",1368.07475680134
448.2,435,"mca_1_l_d2o",5,"l","d2o",32906390.2848102
448.2,435,"mca_1_l_h2o",5,"l","h2o",59924591.5413308
448.2,435,"mca_1_p_d2o",5,"p","d2o",33198.366862568
448.2,435,"mca_1_p_h2o",5,"p","h2o",13886690.2740426
448.2,435,"mca_12_l_d2o",0,"l","d2o",1046126.70330133
448.2,435,"mca_12_l_h2o",0,"l","h2o",1226240.18685867
448.2,435,"mca_12_p_d2o",0,"p","d2o",1597313.04321289
448.2,435,"mca_12_p_h2o",0,"p","h2o",6016885.47769902
448.2,435,"mca_13_l_d2o",15,"l","d2o",12337076.7791479
448.2,435,"mca_13_l_h2o",15,"l","h2o",10746636.3361399
448.2,435,"mca_13_p_d2o",15,"p","d2o",40153.0829900967
448.2,435,"mca_13_p_h2o",15,"p","h2o",34602287.8088941
448.2,435,"mca_3_l_d2o",10,"l","d2o",24774156.8462323
448.2,435,"mca_3_l_h2o",10,"l","h2o",81520509.5773426
448.2,435,"mca_3_p_d2o",10,"p","d2o",9144.29142427732
448.2,435,"mca_3_p_h2o",10,"p","h2o",846521.532126153
448.3,2508,"mca_1_l_d2o",5,"l","d2o",3038887.48883496
448.3,2508,"mca_1_l_h2o",5,"l","h2o",2260018.14913597
448.3,2508,"mca_1_p_d2o",5,"p","d2o",436827.912862847
448.3,2508,"mca_1_p_h2o",5,"p","h2o",219899.288254428
448.3,2508,"mca_12_l_d2o",0,"l","d2o",679757.241067707
448.3,2508,"mca_12_l_h2o",0,"l","h2o",771132.647366217
448.3,2508,"mca_12_p_d2o",0,"p","d2o",585377.637250546
448.3,2508,"mca_12_p_h2o",0,"p","h2o",392727.289147444
448.3,2508,"mca_13_l_d2o",15,"l","d2o",274144.236649014
448.3,2508,"mca_13_l_h2o",15,"l","h2o",57787.202532681
448.3,2508,"mca_13_p_d2o",15,"p","d2o",73012.3504599919
448.3,2508,"mca_13_p_h2o",15,"p","h2o",195248.470248877
