"mz","rt","sample_name","day","organ","feed","into_norm"
260,177,"mca_3_l_d2o",10,"l","d2o",480593.751823816
260,177,"mca_3_l_h2o",10,"l","h2o",528381.472412497
260,177,"mca_3_p_d2o",10,"p","d2o",65838.2690869458
260,177,"mca_3_p_h2o",10,"p","h2o",3313.60356898623
260.1,68,"mca_1_l_d2o",5,"l","d2o",47698.5764555185
260.1,68,"mca_1_l_h2o",5,"l","h2o",29181.1005503051
260.1,68,"mca_1_p_d2o",5,"p","d2o",80703.995610731
260.1,68,"mca_1_p_h2o",5,"p","h2o",95255.3374119037
260.1,68,"mca_12_l_d2o",0,"l","d2o",35553.1844265938
260.1,68,"mca_12_l_h2o",0,"l","h2o",33019.0928833412
260.1,68,"mca_12_p_d2o",0,"p","d2o",53712.1600030274
260.1,68,"mca_12_p_h2o",0,"p","h2o",101721.305759047
260.1,68,"mca_13_l_d2o",15,"l","d2o",35650.5700830722
260.1,68,"mca_13_l_h2o",15,"l","h2o",21612.1646611609
260.1,68,"mca_13_p_d2o",15,"p","d2o",69675.6747884416
260.1,68,"mca_13_p_h2o",15,"p","h2o",176344.443724157
260.1,68,"mca_3_l_d2o",10,"l","d2o",28027.6314190239
260.1,68,"mca_3_l_h2o",10,"l","h2o",32121.033765633
260.1,68,"mca_3_p_d2o",10,"p","d2o",149069.144606506
260.1,68,"mca_3_p_h2o",10,"p","h2o",95300.6846593465
261,53,"mca_1_l_d2o",5,"l","d2o",1530453.90554363
261,53,"mca_1_l_h2o",5,"l","h2o",2460488.16459561
261,53,"mca_1_p_d2o",5,"p","d2o",218854.616215148
261,53,"mca_1_p_h2o",5,"p","h2o",889199.719583329
261,53,"mca_12_l_d2o",0,"l","d2o",275906.317934784
261,53,"mca_12_l_h2o",0,"l","h2o",1131063.70718761
261,53,"mca_12_p_d2o",0,"p","d2o",1117855.92299309
261,53,"mca_12_p_h2o",0,"p","h2o",1989586.71319199
261,53,"mca_13_l_d2o",15,"l","d2o",755957.745490569
261,53,"mca_13_l_h2o",15,"l","h2o",842135.90391937
261,53,"mca_13_p_d2o",15,"p","d2o",58728.2189220411
261,53,"mca_13_p_h2o",15,"p","h2o",143901.414054743
261,53,"mca_3_l_d2o",10,"l","d2o",563652.575915189
261,53,"mca_3_l_h2o",10,"l","h2o",338919.143737653
261,53,"mca_3_p_d2o",10,"p","d2o",58646.6499157781
261,53,"mca_3_p_h2o",10,"p","h2o",55189.2916061475
261.2,2037,"mca_1_l_d2o",5,"l","d2o",657630.001952128
261.2,2037,"mca_1_l_h2o",5,"l","h2o",722924.461598024
261.2,2037,"mca_1_p_d2o",5,"p","d2o",108558.49962877
261.2,2037,"mca_1_p_h2o",5,"p","h2o",84013.6327889687
261.2,2037,"mca_12_l_d2o",0,"l","d2o",95249.7306442278
261.2,2037,"mca_12_l_h2o",0,"l","h2o",104897.245499515
261.2,2037,"mca_12_p_d2o",0,"p","d2o",25888.8481552581
261.2,2037,"mca_12_p_h2o",0,"p","h2o",51075.9487597208
261.2,2037,"mca_13_l_d2o",15,"l","d2o",280471.379063682
261.2,2037,"mca_13_l_h2o",15,"l","h2o",291594.72867682
261.2,2037,"mca_13_p_d2o",15,"p","d2o",3821.2472096123
261.2,2037,"mca_13_p_h2o",15,"p","h2o",90537.7981100803
261.2,2037,"mca_3_l_d2o",10,"l","d2o",320018.698455654
261.2,2037,"mca_3_l_h2o",10,"l","h2o",251303.948698595
261.2,2037,"mca_3_p_d2o",10,"p","d2o",0
261.2,2037,"mca_3_p_h2o",10,"p","h2o",7671.70314662529
261.2,2121,"mca_1_l_d2o",5,"l","d2o",1293069.3249564
261.2,2121,"mca_1_l_h2o",5,"l","h2o",1297647.24435483
261.2,2121,"mca_1_p_d2o",5,"p","d2o",171218.827241039
261.2,2121,"mca_1_p_h2o",5,"p","h2o",139237.723213288
261.2,2121,"mca_12_l_d2o",0,"l","d2o",310549.907087542
261.2,2121,"mca_12_l_h2o",0,"l","h2o",301656.150850011
261.2,2121,"mca_12_p_d2o",0,"p","d2o",26089.812343044
261.2,2121,"mca_12_p_h2o",0,"p","h2o",74023.6435060539
261.2,2121,"mca_13_l_d2o",15,"l","d2o",275341.32924871
261.2,2121,"mca_13_l_h2o",15,"l","h2o",329083.220188686
261.2,2121,"mca_13_p_d2o",15,"p","d2o",7198.02919504816
261.2,2121,"mca_13_p_h2o",15,"p","h2o",151044.993797274
261.2,2121,"mca_3_l_d2o",10,"l","d2o",586134.4675318
261.2,2121,"mca_3_l_h2o",10,"l","h2o",475160.32388509
261.2,2121,"mca_3_p_d2o",10,"p","d2o",0
261.2,2121,"mca_3_p_h2o",10,"p","h2o",17106.8009874258
261.2,2392,"mca_1_l_d2o",5,"l","d2o",503072.622826986
261.2,2392,"mca_1_l_h2o",5,"l","h2o",641817.379901012
261.2,2392,"mca_1_p_d2o",5,"p","d2o",222447.92351096
261.2,2392,"mca_1_p_h2o",5,"p","h2o",196413.456298304
261.2,2392,"mca_12_l_d2o",0,"l","d2o",160190.541780826
261.2,2392,"mca_12_l_h2o",0,"l","h2o",174428.263461165
261.2,2392,"mca_12_p_d2o",0,"p","d2o",253042.291041664
261.2,2392,"mca_12_p_h2o",0,"p","h2o",336196.539447147
261.2,2392,"mca_13_l_d2o",15,"l","d2o",345654.714254832
261.2,2392,"mca_13_l_h2o",15,"l","h2o",243765.406995316
261.2,2392,"mca_13_p_d2o",15,"p","d2o",76345.9896565936
261.2,2392,"mca_13_p_h2o",15,"p","h2o",222161.068035418
261.2,2392,"mca_3_l_d2o",10,"l","d2o",322988.87560215
261.2,2392,"mca_3_l_h2o",10,"l","h2o",220381.574860408
261.2,2392,"mca_3_p_d2o",10,"p","d2o",841666.358446006
261.2,2392,"mca_3_p_h2o",10,"p","h2o",27056.4662891497
262,51,"mca_1_l_d2o",5,"l","d2o",284022.838930626
262,51,"mca_1_l_h2o",5,"l","h2o",223925.298350345
262,51,"mca_1_p_d2o",5,"p","d2o",136775.532446638
262,51,"mca_1_p_h2o",5,"p","h2o",79473.0043756419
262,51,"mca_12_l_d2o",0,"l","d2o",54149.5944199362
262,51,"mca_12_l_h2o",0,"l","h2o",84772.2044680111
262,51,"mca_12_p_d2o",0,"p","d2o",110077.209168686
262,51,"mca_12_p_h2o",0,"p","h2o",198916.796690345
262,51,"mca_13_l_d2o",15,"l","d2o",285688.265822611
262,51,"mca_13_l_h2o",15,"l","h2o",40640.6668819665
262,51,"mca_13_p_d2o",15,"p","d2o",9713.54312173566
262,51,"mca_13_p_h2o",15,"p","h2o",409490.921131719
262,51,"mca_3_l_d2o",10,"l","d2o",168531.808450338
262,51,"mca_3_l_h2o",10,"l","h2o",74210.0345867736
262,51,"mca_3_p_d2o",10,"p","d2o",31176.6254889965
262,51,"mca_3_p_h2o",10,"p","h2o",50100.8566363536
262.1,201,"mca_1_l_d2o",5,"l","d2o",950675.57178647
262.1,201,"mca_1_l_h2o",5,"l","h2o",1479464.66109456
262.1,201,"mca_1_p_d2o",5,"p","d2o",273574.176424811
262.1,201,"mca_1_p_h2o",5,"p","h2o",457062.961188506
262.1,201,"mca_12_l_d2o",0,"l","d2o",111646.094511493
262.1,201,"mca_12_l_h2o",0,"l","h2o",124946.337756015
262.1,201,"mca_12_p_d2o",0,"p","d2o",76879.5535046654
262.1,201,"mca_12_p_h2o",0,"p","h2o",191529.343339264
262.1,201,"mca_13_l_d2o",15,"l","d2o",3271314.65507337
262.1,201,"mca_13_l_h2o",15,"l","h2o",1454851.48981722
262.1,201,"mca_13_p_d2o",15,"p","d2o",129516.171655957
262.1,201,"mca_13_p_h2o",15,"p","h2o",881292.266578245
262.1,201,"mca_3_l_d2o",10,"l","d2o",2233229.72179825
262.1,201,"mca_3_l_h2o",10,"l","h2o",4040773.60464065
262.1,201,"mca_3_p_d2o",10,"p","d2o",809807.590185547
262.1,201,"mca_3_p_h2o",10,"p","h2o",1001701.14332031
262.2,2121,"mca_1_l_d2o",5,"l","d2o",251849.08994331
262.2,2121,"mca_1_l_h2o",5,"l","h2o",253080.181222434
262.2,2121,"mca_1_p_d2o",5,"p","d2o",37330.5440276272
262.2,2121,"mca_1_p_h2o",5,"p","h2o",29185.5010440539
262.2,2121,"mca_12_l_d2o",0,"l","d2o",49544.4259371247
262.2,2121,"mca_12_l_h2o",0,"l","h2o",53543.0335612859
262.2,2121,"mca_12_p_d2o",0,"p","d2o",12162.8038195925
262.2,2121,"mca_12_p_h2o",0,"p","h2o",19639.5687678981
262.2,2121,"mca_13_l_d2o",15,"l","d2o",34969.0718032226
262.2,2121,"mca_13_l_h2o",15,"l","h2o",68196.5665243441
262.2,2121,"mca_13_p_d2o",15,"p","d2o",6594.35001204435
262.2,2121,"mca_13_p_h2o",15,"p","h2o",29503.3414551717
262.2,2121,"mca_3_l_d2o",10,"l","d2o",121053.277301177
262.2,2121,"mca_3_l_h2o",10,"l","h2o",86255.3183942942
262.2,2121,"mca_3_p_d2o",10,"p","d2o",4765.04010690493
262.2,2121,"mca_3_p_h2o",10,"p","h2o",3803.41203679548
262.2,2392,"mca_1_l_d2o",5,"l","d2o",98936.0916180181
262.2,2392,"mca_1_l_h2o",5,"l","h2o",127320.686682883
262.2,2392,"mca_1_p_d2o",5,"p","d2o",44350.8217764285
262.2,2392,"mca_1_p_h2o",5,"p","h2o",39466.5374563758
262.2,2392,"mca_12_l_d2o",0,"l","d2o",37923.1680818179
262.2,2392,"mca_12_l_h2o",0,"l","h2o",38985.0604778749
262.2,2392,"mca_12_p_d2o",0,"p","d2o",48952.8967368086
262.2,2392,"mca_12_p_h2o",0,"p","h2o",66140.7270532116
262.2,2392,"mca_13_l_d2o",15,"l","d2o",72917.0941952819
262.2,2392,"mca_13_l_h2o",15,"l","h2o",51229.5935042775
262.2,2392,"mca_13_p_d2o",15,"p","d2o",21465.0229438713
262.2,2392,"mca_13_p_h2o",15,"p","h2o",41620.5051587911
262.2,2392,"mca_3_l_d2o",10,"l","d2o",67902.1621928762
262.2,2392,"mca_3_l_h2o",10,"l","h2o",42306.4094992385
262.2,2392,"mca_3_p_d2o",10,"p","d2o",11414.3726932148
262.2,2392,"mca_3_p_h2o",10,"p","h2o",6470.06835372057
263,50,"mca_1_l_d2o",5,"l","d2o",2395526.03958116
263,50,"mca_1_l_h2o",5,"l","h2o",3530304.95699938
263,50,"mca_1_p_d2o",5,"p","d2o",605582.766815189
263,50,"mca_1_p_h2o",5,"p","h2o",366453.365844728
263,50,"mca_12_l_d2o",0,"l","d2o",11926440.9096257
263,50,"mca_12_l_h2o",0,"l","h2o",12599375.8733763
263,50,"mca_12_p_d2o",0,"p","d2o",2963184.51304559
263,50,"mca_12_p_h2o",0,"p","h2o",3591513.65193767
263,50,"mca_13_l_d2o",15,"l","d2o",1580998.17286619
263,50,"mca_13_l_h2o",15,"l","h2o",1414252.12629635
263,50,"mca_13_p_d2o",15,"p","d2o",418682.148975953
263,50,"mca_13_p_h2o",15,"p","h2o",205258.500360576
263,50,"mca_3_l_d2o",10,"l","d2o",1326037.14050129
263,50,"mca_3_l_h2o",10,"l","h2o",761312.648582621
263,50,"mca_3_p_d2o",10,"p","d2o",358226.882242012
263,50,"mca_3_p_h2o",10,"p","h2o",113810.130060372
263.1,203,"mca_1_l_d2o",5,"l","d2o",114884.683140101
263.1,203,"mca_1_l_h2o",5,"l","h2o",172217.615094163
263.1,203,"mca_1_p_d2o",5,"p","d2o",95617.4252006551
263.1,203,"mca_1_p_h2o",5,"p","h2o",60567.0668182111
263.1,203,"mca_12_l_d2o",0,"l","d2o",37135.431521559
263.1,203,"mca_12_l_h2o",0,"l","h2o",36266.078365519
263.1,203,"mca_12_p_d2o",0,"p","d2o",27034.1444165828
263.1,203,"mca_12_p_h2o",0,"p","h2o",41981.2211271369
263.1,203,"mca_13_l_d2o",15,"l","d2o",420836.560562208
263.1,203,"mca_13_l_h2o",15,"l","h2o",171645.312843351
263.1,203,"mca_13_p_d2o",15,"p","d2o",22681.9616684886
263.1,203,"mca_13_p_h2o",15,"p","h2o",105135.880056366
263.1,203,"mca_3_l_d2o",10,"l","d2o",271041.355615979
263.1,203,"mca_3_l_h2o",10,"l","h2o",447184.096488819
263.1,203,"mca_3_p_d2o",10,"p","d2o",103691.769827623
263.1,203,"mca_3_p_h2o",10,"p","h2o",120553.453056425
263.1,1863,"mca_1_l_d2o",5,"l","d2o",44327.9832750536
263.1,1863,"mca_1_l_h2o",5,"l","h2o",41239.1200677056
263.1,1863,"mca_1_p_d2o",5,"p","d2o",60293.3024396829
263.1,1863,"mca_1_p_h2o",5,"p","h2o",64304.3037264363
263.1,1863,"mca_12_l_d2o",0,"l","d2o",261867.031044856
263.1,1863,"mca_12_l_h2o",0,"l","h2o",244797.404203956
263.1,1863,"mca_12_p_d2o",0,"p","d2o",217569.945643679
263.1,1863,"mca_12_p_h2o",0,"p","h2o",302730.428348198
263.1,1863,"mca_13_l_d2o",15,"l","d2o",55187.1930523381
263.1,1863,"mca_13_l_h2o",15,"l","h2o",40619.2265851008
263.1,1863,"mca_13_p_d2o",15,"p","d2o",138493.689435282
263.1,1863,"mca_13_p_h2o",15,"p","h2o",38542.3054436678
263.1,1863,"mca_3_l_d2o",10,"l","d2o",29858.7048085731
263.1,1863,"mca_3_l_h2o",10,"l","h2o",15180.2379747093
263.1,1863,"mca_3_p_d2o",10,"p","d2o",182180.059535523
263.1,1863,"mca_3_p_h2o",10,"p","h2o",45860.4765295687
263.2,2368,"mca_1_l_d2o",5,"l","d2o",62477.5506792999
263.2,2368,"mca_1_l_h2o",5,"l","h2o",106682.149322792
263.2,2368,"mca_1_p_d2o",5,"p","d2o",109364.014760686
263.2,2368,"mca_1_p_h2o",5,"p","h2o",211618.360335087
263.2,2368,"mca_12_l_d2o",0,"l","d2o",72338.6919060288
263.2,2368,"mca_12_l_h2o",0,"l","h2o",65385.8430314205
263.2,2368,"mca_12_p_d2o",0,"p","d2o",153263.100624267
263.2,2368,"mca_12_p_h2o",0,"p","h2o",161082.673953738
263.2,2368,"mca_13_l_d2o",15,"l","d2o",176395.386809143
263.2,2368,"mca_13_l_h2o",15,"l","h2o",237655.262512696
263.2,2368,"mca_13_p_d2o",15,"p","d2o",106040.960545643
263.2,2368,"mca_13_p_h2o",15,"p","h2o",447089.202701833
263.2,2368,"mca_3_l_d2o",10,"l","d2o",109390.386026701
263.2,2368,"mca_3_l_h2o",10,"l","h2o",103085.581696328
263.2,2368,"mca_3_p_d2o",10,"p","d2o",40306.0750321771
263.2,2368,"mca_3_p_h2o",10,"p","h2o",50343.5104975501
263.2,2452,"mca_1_l_d2o",5,"l","d2o",140038.418420505
263.2,2452,"mca_1_l_h2o",5,"l","h2o",232044.525476271
263.2,2452,"mca_1_p_d2o",5,"p","d2o",150628.806567148
263.2,2452,"mca_1_p_h2o",5,"p","h2o",238969.557786328
263.2,2452,"mca_12_l_d2o",0,"l","d2o",79398.3625885315
263.2,2452,"mca_12_l_h2o",0,"l","h2o",73604.68037895
263.2,2452,"mca_12_p_d2o",0,"p","d2o",342175.766362728
263.2,2452,"mca_12_p_h2o",0,"p","h2o",304833.242921691
263.2,2452,"mca_13_l_d2o",15,"l","d2o",175862.547828951
263.2,2452,"mca_13_l_h2o",15,"l","h2o",196106.212750376
263.2,2452,"mca_13_p_d2o",15,"p","d2o",168934.471751577
263.2,2452,"mca_13_p_h2o",15,"p","h2o",463605.041430265
263.2,2452,"mca_3_l_d2o",10,"l","d2o",140557.803330553
263.2,2452,"mca_3_l_h2o",10,"l","h2o",108202.397199627
263.2,2452,"mca_3_p_d2o",10,"p","d2o",33215.4126656426
263.2,2452,"mca_3_p_h2o",10,"p","h2o",49670.5815595117
264.1,50,"mca_1_l_d2o",5,"l","d2o",374170.66588646
264.1,50,"mca_1_l_h2o",5,"l","h2o",317687.267543424
264.1,50,"mca_1_p_d2o",5,"p","d2o",115801.467433273
264.1,50,"mca_1_p_h2o",5,"p","h2o",64664.9798024791
264.1,50,"mca_12_l_d2o",0,"l","d2o",1123545.62302491
264.1,50,"mca_12_l_h2o",0,"l","h2o",1123690.18535112
264.1,50,"mca_12_p_d2o",0,"p","d2o",287428.326984392
264.1,50,"mca_12_p_h2o",0,"p","h2o",421933.895211735
264.1,50,"mca_13_l_d2o",15,"l","d2o",349174.186490138
264.1,50,"mca_13_l_h2o",15,"l","h2o",136367.943534623
264.1,50,"mca_13_p_d2o",15,"p","d2o",97976.4684812541
264.1,50,"mca_13_p_h2o",15,"p","h2o",20016.5337352943
264.1,50,"mca_3_l_d2o",10,"l","d2o",207213.407976724
264.1,50,"mca_3_l_h2o",10,"l","h2o",65535.07180249
264.1,50,"mca_3_p_d2o",10,"p","d2o",93710.7929885386
264.1,50,"mca_3_p_h2o",10,"p","h2o",6888.95781255889
264.2,2452,"mca_1_l_d2o",5,"l","d2o",36375.6482601585
264.2,2452,"mca_1_l_h2o",5,"l","h2o",46353.178196033
264.2,2452,"mca_1_p_d2o",5,"p","d2o",34837.3059072568
264.2,2452,"mca_1_p_h2o",5,"p","h2o",49948.3960280835
264.2,2452,"mca_12_l_d2o",0,"l","d2o",21193.3322438739
264.2,2452,"mca_12_l_h2o",0,"l","h2o",19515.3618728969
264.2,2452,"mca_12_p_d2o",0,"p","d2o",71357.2332713911
264.2,2452,"mca_12_p_h2o",0,"p","h2o",66066.8518772122
264.2,2452,"mca_13_l_d2o",15,"l","d2o",66598.1139808546
264.2,2452,"mca_13_l_h2o",15,"l","h2o",42750.0932899051
264.2,2452,"mca_13_p_d2o",15,"p","d2o",42109.3617080326
264.2,2452,"mca_13_p_h2o",15,"p","h2o",96534.0374061902
264.2,2452,"mca_3_l_d2o",10,"l","d2o",45650.7345160442
264.2,2452,"mca_3_l_h2o",10,"l","h2o",24137.2368000503
264.2,2452,"mca_3_p_d2o",10,"p","d2o",9564.74775666807
264.2,2452,"mca_3_p_h2o",10,"p","h2o",10741.525627271
265.1,47,"mca_1_l_d2o",5,"l","d2o",302210.410515783
265.1,47,"mca_1_l_h2o",5,"l","h2o",284108.817604172
265.1,47,"mca_1_p_d2o",5,"p","d2o",126842.366368956
265.1,47,"mca_1_p_h2o",5,"p","h2o",56372.255980986
265.1,47,"mca_12_l_d2o",0,"l","d2o",1629861.31513324
265.1,47,"mca_12_l_h2o",0,"l","h2o",1336138.11516716
265.1,47,"mca_12_p_d2o",0,"p","d2o",424554.949526325
265.1,47,"mca_12_p_h2o",0,"p","h2o",639510.965175862
265.1,47,"mca_13_l_d2o",15,"l","d2o",212272.203720502
265.1,47,"mca_13_l_h2o",15,"l","h2o",141768.077774744
265.1,47,"mca_13_p_d2o",15,"p","d2o",210776.061837119
265.1,47,"mca_13_p_h2o",15,"p","h2o",130255.291889316
265.1,47,"mca_3_l_d2o",10,"l","d2o",132185.149339392
265.1,47,"mca_3_l_h2o",10,"l","h2o",51875.4031165354
265.1,47,"mca_3_p_d2o",10,"p","d2o",162195.222705022
265.1,47,"mca_3_p_h2o",10,"p","h2o",72767.5620098842
265.1,1074,"mca_1_l_d2o",5,"l","d2o",627361.4257311
265.1,1074,"mca_1_l_h2o",5,"l","h2o",1168851.88450103
265.1,1074,"mca_1_p_d2o",5,"p","d2o",152236.95536335
265.1,1074,"mca_1_p_h2o",5,"p","h2o",287748.015604293
265.1,1074,"mca_12_l_d2o",0,"l","d2o",174463.443697917
265.1,1074,"mca_12_l_h2o",0,"l","h2o",135724.070055972
265.1,1074,"mca_12_p_d2o",0,"p","d2o",350139.104347821
265.1,1074,"mca_12_p_h2o",0,"p","h2o",239737.413959673
265.1,1074,"mca_13_l_d2o",15,"l","d2o",168338.640521382
265.1,1074,"mca_13_l_h2o",15,"l","h2o",47484.8845286197
265.1,1074,"mca_13_p_d2o",15,"p","d2o",26240.7314629092
265.1,1074,"mca_13_p_h2o",15,"p","h2o",200912.987120643
265.1,1074,"mca_3_l_d2o",10,"l","d2o",474972.566826212
265.1,1074,"mca_3_l_h2o",10,"l","h2o",665237.337083516
265.1,1074,"mca_3_p_d2o",10,"p","d2o",111349.376397951
265.1,1074,"mca_3_p_h2o",10,"p","h2o",218575.173853218
266.1,49,"mca_1_l_d2o",5,"l","d2o",67315.9077853285
266.1,49,"mca_1_l_h2o",5,"l","h2o",30563.1188861735
266.1,49,"mca_1_p_d2o",5,"p","d2o",138506.009925117
266.1,49,"mca_1_p_h2o",5,"p","h2o",1467.82511344129
266.1,49,"mca_12_l_d2o",0,"l","d2o",1157735.01555888
266.1,49,"mca_12_l_h2o",0,"l","h2o",1003344.61058021
266.1,49,"mca_12_p_d2o",0,"p","d2o",383209.813839456
266.1,49,"mca_12_p_h2o",0,"p","h2o",328390.928140288
266.1,49,"mca_13_l_d2o",15,"l","d2o",110661.970802886
266.1,49,"mca_13_l_h2o",15,"l","h2o",52827.7043890919
266.1,49,"mca_13_p_d2o",15,"p","d2o",614679.713601834
266.1,49,"mca_13_p_h2o",15,"p","h2o",183663.859065129
266.1,49,"mca_3_l_d2o",10,"l","d2o",63918.5381139219
266.1,49,"mca_3_l_h2o",10,"l","h2o",39567.8656990775
266.1,49,"mca_3_p_d2o",10,"p","d2o",82485.4633045196
266.1,49,"mca_3_p_h2o",10,"p","h2o",24402.6398226668
266.1,1073,"mca_1_l_d2o",5,"l","d2o",213913.498143382
266.1,1073,"mca_1_l_h2o",5,"l","h2o",188273.166953056
266.1,1073,"mca_1_p_d2o",5,"p","d2o",26323.0711439219
266.1,1073,"mca_1_p_h2o",5,"p","h2o",48494.9398884603
266.1,1073,"mca_12_l_d2o",0,"l","d2o",27850.940763114
266.1,1073,"mca_12_l_h2o",0,"l","h2o",24969.4096307066
266.1,1073,"mca_12_p_d2o",0,"p","d2o",52077.9884465749
266.1,1073,"mca_12_p_h2o",0,"p","h2o",36752.8061147562
266.1,1073,"mca_13_l_d2o",15,"l","d2o",125266.563951885
266.1,1073,"mca_13_l_h2o",15,"l","h2o",11011.4556161599
266.1,1073,"mca_13_p_d2o",15,"p","d2o",1023.26710591399
266.1,1073,"mca_13_p_h2o",15,"p","h2o",34168.4234727483
266.1,1073,"mca_3_l_d2o",10,"l","d2o",199420.574437992
266.1,1073,"mca_3_l_h2o",10,"l","h2o",106242.579215131
266.1,1073,"mca_3_p_d2o",10,"p","d2o",18222.1790365103
266.1,1073,"mca_3_p_h2o",10,"p","h2o",36383.4407147151
266.2,1837,"mca_1_l_d2o",5,"l","d2o",49907.9293293683
266.2,1837,"mca_1_l_h2o",5,"l","h2o",49529.7496697213
266.2,1837,"mca_1_p_d2o",5,"p","d2o",36579.6460534465
266.2,1837,"mca_1_p_h2o",5,"p","h2o",62632.6476451923
266.2,1837,"mca_12_l_d2o",0,"l","d2o",153654.140618488
266.2,1837,"mca_12_l_h2o",0,"l","h2o",159262.569808733
266.2,1837,"mca_12_p_d2o",0,"p","d2o",137516.144747792
266.2,1837,"mca_12_p_h2o",0,"p","h2o",188637.708751558
266.2,1837,"mca_13_l_d2o",15,"l","d2o",61304.6457039353
266.2,1837,"mca_13_l_h2o",15,"l","h2o",33101.2829263481
266.2,1837,"mca_13_p_d2o",15,"p","d2o",63421.4583761657
266.2,1837,"mca_13_p_h2o",15,"p","h2o",42071.7448026216
266.2,1837,"mca_3_l_d2o",10,"l","d2o",30475.1793401062
266.2,1837,"mca_3_l_h2o",10,"l","h2o",22145.0026489382
266.2,1837,"mca_3_p_d2o",10,"p","d2o",82839.5112788075
266.2,1837,"mca_3_p_h2o",10,"p","h2o",32013.6883099875
267.1,50,"mca_1_l_d2o",5,"l","d2o",87048.9873227334
267.1,50,"mca_1_l_h2o",5,"l","h2o",8544.96528420168
267.1,50,"mca_1_p_d2o",5,"p","d2o",109272.596160323
267.1,50,"mca_1_p_h2o",5,"p","h2o",1195.57259308104
267.1,50,"mca_12_l_d2o",0,"l","d2o",261373.051283849
267.1,50,"mca_12_l_h2o",0,"l","h2o",224740.639352068
267.1,50,"mca_12_p_d2o",0,"p","d2o",61998.8158057564
267.1,50,"mca_12_p_h2o",0,"p","h2o",99675.9180161558
267.1,50,"mca_13_l_d2o",15,"l","d2o",170685.01143772
267.1,50,"mca_13_l_h2o",15,"l","h2o",47263.2301717967
267.1,50,"mca_13_p_d2o",15,"p","d2o",141744.675060453
267.1,50,"mca_13_p_h2o",15,"p","h2o",72653.3239432113
267.1,50,"mca_3_l_d2o",10,"l","d2o",32423.2377175623
267.1,50,"mca_3_l_h2o",10,"l","h2o",15576.4625455271
267.1,50,"mca_3_p_d2o",10,"p","d2o",121843.015496227
267.1,50,"mca_3_p_h2o",10,"p","h2o",69661.0545304047
267.1,1130,"mca_1_l_d2o",5,"l","d2o",183705.790487554
267.1,1130,"mca_1_l_h2o",5,"l","h2o",159695.007204818
267.1,1130,"mca_1_p_d2o",5,"p","d2o",36842.8598973689
267.1,1130,"mca_1_p_h2o",5,"p","h2o",46391.6110776381
267.1,1130,"mca_12_l_d2o",0,"l","d2o",568153.937815654
267.1,1130,"mca_12_l_h2o",0,"l","h2o",653049.920386571
267.1,1130,"mca_12_p_d2o",0,"p","d2o",109132.160998246
267.1,1130,"mca_12_p_h2o",0,"p","h2o",125574.125903828
267.1,1130,"mca_13_l_d2o",15,"l","d2o",236904.263493746
267.1,1130,"mca_13_l_h2o",15,"l","h2o",176506.798678167
267.1,1130,"mca_13_p_d2o",15,"p","d2o",73326.5542406722
267.1,1130,"mca_13_p_h2o",15,"p","h2o",65872.1108036242
267.1,1130,"mca_3_l_d2o",10,"l","d2o",106351.136009082
267.1,1130,"mca_3_l_h2o",10,"l","h2o",0
267.1,1130,"mca_3_p_d2o",10,"p","d2o",59745.9820688527
267.1,1130,"mca_3_p_h2o",10,"p","h2o",50387.5671754022
267.3,2533,"mca_1_l_d2o",5,"l","d2o",191338.599152384
267.3,2533,"mca_1_l_h2o",5,"l","h2o",252876.073270537
267.3,2533,"mca_1_p_d2o",5,"p","d2o",6592.07247204885
267.3,2533,"mca_1_p_h2o",5,"p","h2o",7697.80498184533
267.3,2533,"mca_12_l_d2o",0,"l","d2o",291097.039531256
267.3,2533,"mca_12_l_h2o",0,"l","h2o",405726.511769767
267.3,2533,"mca_12_p_d2o",0,"p","d2o",385080.409257307
267.3,2533,"mca_12_p_h2o",0,"p","h2o",309386.11618728
267.3,2533,"mca_13_l_d2o",15,"l","d2o",181217.883575247
267.3,2533,"mca_13_l_h2o",15,"l","h2o",112545.909960275
267.3,2533,"mca_13_p_d2o",15,"p","d2o",11218.2843965694
267.3,2533,"mca_13_p_h2o",15,"p","h2o",7428.12618207961
267.3,2533,"mca_3_l_d2o",10,"l","d2o",129616.071861177
267.3,2533,"mca_3_l_h2o",10,"l","h2o",132792.799150062
267.3,2533,"mca_3_p_d2o",10,"p","d2o",25636.900881162
267.3,2533,"mca_3_p_h2o",10,"p","h2o",6567.53816225766
268.1,82,"mca_1_l_d2o",5,"l","d2o",2612972.1440204
268.1,82,"mca_1_l_h2o",5,"l","h2o",1704816.45405431
268.1,82,"mca_1_p_d2o",5,"p","d2o",108968.972754684
268.1,82,"mca_1_p_h2o",5,"p","h2o",2057797.18236026
268.1,82,"mca_12_l_d2o",0,"l","d2o",344943.406933595
268.1,82,"mca_12_l_h2o",0,"l","h2o",4458437.12418623
268.1,82,"mca_12_p_d2o",0,"p","d2o",680862.939104824
268.1,82,"mca_12_p_h2o",0,"p","h2o",886075.039941925
268.1,82,"mca_13_l_d2o",15,"l","d2o",1299332.46049522
268.1,82,"mca_13_l_h2o",15,"l","h2o",2224818.53526707
268.1,82,"mca_13_p_d2o",15,"p","d2o",62618.0487246041
268.1,82,"mca_13_p_h2o",15,"p","h2o",4918236.36036093
268.1,82,"mca_3_l_d2o",10,"l","d2o",378987.441082218
268.1,82,"mca_3_l_h2o",10,"l","h2o",767935.4419499
